INFO:util:Preprocessing dataset: species
INFO:pso:Using device: cpu
INFO:pso:Iteration 301/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 302/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 303/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 304/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 305/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 306/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 307/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 308/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 309/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 310/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 311/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 312/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 313/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 314/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 315/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 316/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 317/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 318/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 319/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 320/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 321/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 322/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 323/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 324/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 325/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 326/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 327/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 328/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 329/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 330/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 331/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 332/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 333/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 334/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 335/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 336/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 337/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 338/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 339/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 340/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 341/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 342/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 343/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 344/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 345/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 346/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 347/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 348/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 349/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 350/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 351/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 352/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 353/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 354/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 355/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 356/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 357/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 358/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 359/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 360/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 361/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 362/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 363/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 364/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 365/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 366/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 367/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 368/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 369/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 370/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 371/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 372/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 373/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 374/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 375/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 376/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 377/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 378/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 379/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 380/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 381/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 382/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 383/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 384/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 385/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 386/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 387/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 388/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 389/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 390/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 391/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 392/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 393/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 394/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 395/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 396/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 397/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 398/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 399/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 400/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 401/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 402/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 403/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 404/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 405/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 406/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 407/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 408/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 409/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 410/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 411/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 412/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 413/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 414/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 415/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 416/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 417/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 418/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 419/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 420/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 421/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 422/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 423/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 424/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 425/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 426/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 427/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 428/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 429/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 430/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 431/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 432/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 433/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 434/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 435/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 436/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 437/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 438/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 439/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 440/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 441/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 442/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 443/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 444/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 445/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 446/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 447/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 448/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 449/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 450/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 451/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 452/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 453/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 454/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 455/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 456/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 457/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 458/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 459/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 460/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 461/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 462/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 463/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 464/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 465/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 466/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 467/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 468/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 469/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 470/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 471/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 472/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 473/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 474/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 475/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 476/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 477/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 478/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 479/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 480/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 481/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 482/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 483/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 484/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 485/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 486/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 487/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 488/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 489/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 490/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 491/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 492/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 493/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 494/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 495/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 496/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 497/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 498/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 499/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 500/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 501/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 502/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 503/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 504/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 505/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 506/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 507/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 508/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 509/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 510/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 511/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 512/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 513/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 514/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 515/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 516/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 517/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 518/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 519/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 520/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 521/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 522/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 523/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 524/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 525/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 526/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 527/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 528/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 529/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 530/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 531/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 532/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 533/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 534/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 535/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 536/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 537/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 538/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 539/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 540/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 541/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 542/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 543/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 544/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 545/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 546/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 547/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 548/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 549/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 550/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 551/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 552/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 553/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 554/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 555/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 556/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 557/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 558/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 559/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 560/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 561/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 562/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 563/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 564/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 565/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 566/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 567/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 568/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 569/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 570/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 571/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 572/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 573/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 574/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 575/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 576/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 577/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 578/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 579/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 580/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 581/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 582/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 583/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 584/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 585/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 586/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 587/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 588/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 589/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 590/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 591/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 592/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 593/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 594/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 595/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 596/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 597/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 598/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 599/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 600/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 601/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 602/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 603/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
