INFO:util:Preprocessing dataset: species
INFO:pso:Using device: cpu
INFO:pso:Iteration 907/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 908/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 909/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 910/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 911/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 912/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 913/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 914/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 915/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 916/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 917/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 918/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 919/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 920/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 921/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 922/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 923/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 924/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 925/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 926/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 927/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 928/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 929/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 930/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 931/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 932/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 933/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 934/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 935/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 936/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 937/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 938/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 939/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 940/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 941/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 942/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 943/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 944/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 945/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 946/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 947/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 948/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 949/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 950/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 951/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 952/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 953/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 954/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 955/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 956/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 957/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 958/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 959/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 960/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 961/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 962/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 963/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 964/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 965/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 966/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 967/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 968/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 969/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 970/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 971/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 972/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 973/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 974/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 975/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 976/1000, Training Accuracy: 0.8095, Validation Accuracy: 0.7903
INFO:pso:Iteration 977/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 978/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 979/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 980/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 981/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 982/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 983/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 984/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 985/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 986/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 987/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 988/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 989/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 990/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 991/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 992/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 993/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 994/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 995/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 996/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 997/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 998/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 999/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:pso:Iteration 1000/1000, Training Accuracy: 0.8115, Validation Accuracy: 0.7903
INFO:__main__:Training time: 10.6183 seconds
INFO:__main__:Training Accuracy: 0.9293 Validation Accuracy: 0.9000
