Dataset,Method,Test Accuracy,Train Accuracy,Runtime
oil,lr,0.357142857142857,1.0,0
oil,lr,0.3174603174603174,1.0,0
oil,lstm,0.1428571428571428,0.1388888888888889,0
oil,lstm,0.1428571428571428,0.1428571428571428,0
oil,lstm,0.1428571428571428,0.1388888888888889,0
oil,lstm,0.1507936507936508,0.115079365079365,0
oil,lstm,0.1428571428571428,0.1349206349206349,0
oil,lstm,0.1428571428571428,0.1785714285714285,0
oil,lstm,0.1428571428571428,0.1468253968253968,0
oil,lstm,0.1428571428571428,0.1269841269841269,0
oil,lstm,0.1428571428571428,0.1269841269841269,0
oil,lstm,0.1428571428571428,0.1349206349206349,0
oil,lstm,0.1428571428571428,0.1349206349206349,0
oil,lstm,0.1428571428571428,0.1428571428571428,0
oil,lstm,0.1428571428571428,0.126984126984127,0
oil,lstm,0.1428571428571428,0.1547619047619047,0
oil,lstm,0.1428571428571428,0.1309523809523809,0
oil,lstm,0.1428571428571428,0.1468253968253968,0
oil,lstm,0.1428571428571428,0.1388888888888889,0
oil,lstm,0.1507936507936508,0.1587301587301587,0
oil,lstm,0.1428571428571428,0.1349206349206349,0
oil,lstm,0.1428571428571428,0.1388888888888888,0
oil,lstm,0.1428571428571428,0.1428571428571428,0
oil,lstm,0.1428571428571428,0.1388888888888888,0
oil,lstm,0.1428571428571428,0.1507936507936508,0
oil,lstm,0.1507936507936508,0.1468253968253968,0
oil,lstm,0.1428571428571428,0.1428571428571428,0
oil,lstm,0.1428571428571428,0.1309523809523809,0
oil,lstm,0.1428571428571428,0.119047619047619,0
oil,lstm,0.1428571428571428,0.1388888888888889,0
oil,lstm,0.1428571428571428,0.1111111111111111,0
oil,lstm,0.1428571428571428,0.1666666666666666,0
oil,moe,0.4285714285714286,0.8174603174603176,0
oil,moe,0.3571428571428571,0.6944444444444445,0
oil,moe,0.3333333333333333,0.5396825396825398,0
oil,moe,0.380952380952381,0.8373015873015873,0
oil,moe,0.4047619047619046,0.5317460317460317,0
oil,moe,0.3412698412698412,0.5555555555555556,0
oil,moe,0.3888888888888889,0.7936507936507936,0
oil,moe,0.3492063492063491,0.6825396825396824,0
oil,moe,0.3888888888888888,0.6626984126984127,0
oil,moe,0.365079365079365,0.3134920634920635,0
oil,moe,0.3650793650793651,0.4166666666666667,0
oil,moe,0.3888888888888889,0.8015873015873017,0
oil,moe,0.380952380952381,0.634920634920635,0
oil,moe,0.380952380952381,0.8373015873015874,0
oil,moe,0.3174603174603174,0.5476190476190476,0
oil,moe,0.3650793650793651,0.4206349206349206,0
oil,moe,0.3571428571428571,0.626984126984127,0
oil,moe,0.3492063492063492,0.5079365079365079,0
oil,moe,0.3174603174603174,0.5,0
oil,moe,0.3968253968253968,0.7817460317460317,0
oil,moe,0.3333333333333333,0.5396825396825397,0
oil,moe,0.3571428571428571,0.5753968253968255,0
oil,moe,0.357142857142857,0.6626984126984127,0
oil,moe,0.380952380952381,0.6071428571428571,0
oil,moe,0.365079365079365,0.7261904761904763,0
oil,moe,0.3650793650793651,0.7579365079365079,0
oil,moe,0.3571428571428572,0.8412698412698413,0
oil,moe,0.3174603174603174,0.6388888888888888,0
oil,moe,0.3571428571428572,0.75,0
oil,moe,0.3650793650793651,0.6111111111111112,0
oil,nb,0.2777777777777777,0.7857142857142857,0
oil,nb,0.2063492063492063,0.7341269841269842,0
oil,nb,0.2777777777777777,0.7738095238095238,0
oil,nb,0.2777777777777777,0.7777777777777777,0
oil,nb,0.2857142857142857,0.75,0
oil,nb,0.246031746031746,0.7777777777777778,0
oil,nb,0.2619047619047619,0.7738095238095237,0
oil,nb,0.238095238095238,0.75,0
oil,nb,0.2936507936507936,0.7698412698412698,0
oil,nb,0.2777777777777777,0.7857142857142857,0
oil,nb,0.3095238095238095,0.753968253968254,0
oil,nb,0.3095238095238095,0.7777777777777777,0
oil,nb,0.2142857142857143,0.7738095238095237,0
oil,nb,0.3095238095238095,0.746031746031746,0
oil,nb,0.253968253968254,0.7738095238095237,0
oil,nb,0.2857142857142857,0.746031746031746,0
oil,nb,0.2857142857142857,0.753968253968254,0
oil,nb,0.3253968253968253,0.7619047619047619,0
oil,nb,0.2936507936507936,0.75,0
oil,nb,0.3015873015873015,0.7857142857142856,0
oil,nb,0.2777777777777777,0.7579365079365079,0
oil,nb,0.3333333333333333,0.7579365079365079,0
oil,nb,0.2619047619047618,0.746031746031746,0
oil,nb,0.2777777777777777,0.7658730158730158,0
oil,nb,0.2936507936507936,0.7777777777777777,0
oil,nb,0.2619047619047619,0.7579365079365079,0
oil,nb,0.2777777777777777,0.7619047619047619,0
oil,nb,0.2857142857142857,0.7936507936507936,0
oil,nb,0.3174603174603174,0.7777777777777777,0
oil,nb,0.2222222222222222,0.7301587301587302,0
oil,opls-da,0.3015873015873015,0.6984126984126985,0
oil,opls-da,0.3174603174603174,0.7261904761904763,0
oil,opls-da,0.2936507936507936,0.6944444444444445,0
oil,opls-da,0.2619047619047619,0.7103174603174603,0
oil,opls-da,0.3333333333333333,0.7658730158730158,0
oil,opls-da,0.3015873015873015,0.7896825396825397,0
oil,opls-da,0.3253968253968254,0.7301587301587302,0
oil,opls-da,0.3015873015873015,0.75,0
oil,opls-da,0.2380952380952381,0.7142857142857143,0
oil,opls-da,0.2619047619047619,0.7936507936507936,0
oil,opls-da,0.3571428571428571,0.7341269841269842,0
oil,opls-da,0.2857142857142857,0.7698412698412699,0
oil,opls-da,0.2936507936507936,0.757936507936508,0
oil,opls-da,0.3095238095238095,0.7380952380952381,0
oil,opls-da,0.2619047619047619,0.746031746031746,0
oil,opls-da,0.2857142857142857,0.7698412698412699,0
oil,opls-da,0.2539682539682539,0.7222222222222223,0
oil,opls-da,0.3333333333333333,0.75,0
oil,opls-da,0.2857142857142857,0.757936507936508,0
oil,opls-da,0.2777777777777777,0.8015873015873015,0
oil,opls-da,0.2619047619047619,0.7658730158730158,0
oil,opls-da,0.3492063492063492,0.7698412698412699,0
oil,opls-da,0.2857142857142857,0.7103174603174605,0
oil,opls-da,0.2301587301587301,0.8015873015873017,0
oil,opls-da,0.3095238095238095,0.8095238095238094,0
oil,opls-da,0.3015873015873015,0.7261904761904763,0
oil,opls-da,0.3095238095238095,0.7380952380952381,0
oil,opls-da,0.2142857142857143,0.753968253968254,0
oil,opls-da,0.3015873015873015,0.7777777777777777,0
oil,opls-da,0.2380952380952381,0.7301587301587302,0
oil,rcnn,0.1587301587301587,0.1507936507936508,0
oil,rcnn,0.1428571428571428,0.1666666666666666,0
oil,rcnn,0.1428571428571428,0.1944444444444444,0
oil,rcnn,0.1428571428571428,0.1507936507936508,0
oil,rcnn,0.1507936507936508,0.1388888888888888,0
oil,rcnn,0.1428571428571428,0.1309523809523809,0
oil,rcnn,0.1428571428571428,0.1428571428571428,0
oil,rcnn,0.1428571428571428,0.1547619047619047,0
oil,rcnn,0.1587301587301587,0.1666666666666666,0
oil,rcnn,0.1428571428571428,0.1626984126984127,0
oil,rcnn,0.1428571428571428,0.0992063492063492,0
oil,rcnn,0.1428571428571428,0.1507936507936508,0
oil,rcnn,0.1428571428571428,0.1269841269841269,0
oil,rcnn,0.1587301587301587,0.1746031746031746,0
oil,rcnn,0.1428571428571428,0.1547619047619047,0
oil,rcnn,0.1428571428571428,0.1666666666666666,0
oil,rcnn,0.1428571428571428,0.1269841269841269,0
oil,rcnn,0.1428571428571428,0.1269841269841269,0
oil,rcnn,0.1428571428571428,0.1626984126984126,0
oil,rcnn,0.1428571428571428,0.1587301587301587,0
oil,rcnn,0.1428571428571428,0.1428571428571428,0
oil,rcnn,0.1507936507936508,0.1309523809523809,0
oil,rcnn,0.1428571428571428,0.1468253968253968,0
oil,rcnn,0.1428571428571428,0.1428571428571428,0
oil,rcnn,0.1507936507936508,0.1428571428571428,0
oil,rcnn,0.1428571428571428,0.1428571428571428,0
oil,rcnn,0.1428571428571428,0.1507936507936508,0
oil,rcnn,0.1428571428571428,0.1825396825396825,0
oil,rcnn,0.1428571428571428,0.1428571428571428,0
oil,rcnn,0.1428571428571428,0.1428571428571428,0
oil,rf,0.3492063492063492,1.0,0
oil,rf,0.3253968253968254,1.0,0
oil,rf,0.3492063492063492,1.0,0
oil,rf,0.3412698412698412,1.0,0
oil,rf,0.3492063492063492,1.0,0
oil,rf,0.2936507936507936,1.0,0
oil,rf,0.3968253968253968,1.0,0
oil,rf,0.3015873015873016,1.0,0
oil,rf,0.3492063492063492,1.0,0
oil,rf,0.3333333333333333,1.0,0
oil,rf,0.365079365079365,1.0,0
oil,rf,0.3730158730158729,1.0,0
oil,rf,0.373015873015873,1.0,0
oil,rf,0.3412698412698412,1.0,0
oil,rf,0.3253968253968254,1.0,0
oil,rf,0.3333333333333333,1.0,0
oil,rf,0.3412698412698412,1.0,0
oil,rf,0.4047619047619048,1.0,0
oil,rf,0.373015873015873,1.0,0
oil,rf,0.3492063492063492,1.0,0
oil,rf,0.3412698412698412,1.0,0
oil,rf,0.3492063492063492,1.0,0
oil,rf,0.3253968253968254,1.0,0
oil,rf,0.4047619047619047,1.0,0
oil,rf,0.3174603174603174,1.0,0
oil,rf,0.3571428571428572,1.0,0
oil,rf,0.3095238095238095,1.0,0
oil,rf,0.373015873015873,1.0,0
oil,rf,0.3412698412698412,1.0,0
oil,rf,0.2936507936507936,1.0,0
oil,svm,0.3015873015873015,0.8849206349206348,0
oil,svm,0.2777777777777777,0.888888888888889,0
oil,svm,0.3253968253968254,0.8888888888888888,0
oil,svm,0.2698412698412699,0.9285714285714288,0
oil,svm,0.3095238095238095,0.9007936507936508,0
oil,svm,0.253968253968254,0.9087301587301588,0
oil,svm,0.3412698412698412,0.9087301587301588,0
oil,svm,0.2539682539682539,0.9126984126984128,0
oil,svm,0.3015873015873015,0.9087301587301588,0
oil,svm,0.2698412698412698,0.9285714285714284,0
oil,svm,0.2857142857142857,0.8968253968253969,0
oil,svm,0.3095238095238095,0.9047619047619048,0
oil,svm,0.2619047619047619,0.876984126984127,0
oil,svm,0.3174603174603175,0.9087301587301588,0
oil,svm,0.3174603174603174,0.9047619047619048,0
oil,svm,0.2619047619047619,0.9007936507936508,0
oil,svm,0.2857142857142856,0.8888888888888888,0
oil,svm,0.3174603174603174,0.9047619047619048,0
oil,svm,0.3333333333333333,0.9166666666666666,0
oil,svm,0.3095238095238095,0.9246031746031748,0
oil,svm,0.3015873015873015,0.8968253968253969,0
oil,svm,0.3412698412698412,0.9087301587301588,0
oil,svm,0.3095238095238095,0.9007936507936508,0
oil,svm,0.2698412698412698,0.8849206349206349,0
oil,svm,0.365079365079365,0.9087301587301588,0
oil,svm,0.3174603174603175,0.8968253968253969,0
oil,svm,0.3174603174603174,0.8928571428571429,0
oil,svm,0.3253968253968254,0.9047619047619048,0
oil,svm,0.3492063492063492,0.9087301587301588,0
oil,svm,0.2460317460317459,0.9166666666666666,0
oil,transformer,0.373015873015873,0.5595238095238094,0
oil,transformer,0.3412698412698412,0.7023809523809524,0
oil,transformer,0.3492063492063492,0.4484126984126984,0
oil,transformer,0.373015873015873,0.6746031746031745,0
oil,transformer,0.4126984126984127,0.8650793650793651,0
oil,transformer,0.380952380952381,0.6468253968253969,0
oil,transformer,0.3650793650793651,0.5912698412698412,0
oil,transformer,0.3492063492063492,0.7420634920634921,0
oil,transformer,0.3412698412698412,0.5992063492063492,0
oil,transformer,0.373015873015873,0.7857142857142856,0
oil,transformer,0.3888888888888888,0.5317460317460317,0
oil,transformer,0.3968253968253968,0.75,0
oil,transformer,0.3492063492063491,0.4246031746031746,0
oil,transformer,0.3968253968253968,0.7936507936507938,0
oil,transformer,0.3571428571428571,0.626984126984127,0
oil,transformer,0.3333333333333333,0.6190476190476191,0
oil,transformer,0.3888888888888889,0.7142857142857143,0
oil,transformer,0.3650793650793651,0.5238095238095238,0
oil,transformer,0.3888888888888889,0.6944444444444445,0
oil,transformer,0.380952380952381,0.6428571428571429,0
oil,transformer,0.3492063492063492,0.4484126984126983,0
oil,transformer,0.3968253968253968,0.6190476190476191,0
oil,transformer,0.3412698412698412,0.4801587301587302,0
oil,transformer,0.4047619047619047,0.746031746031746,0
oil,transformer,0.373015873015873,0.6031746031746031,0
oil,transformer,0.380952380952381,0.5912698412698413,0
oil,transformer,0.3968253968253968,0.7817460317460317,0
oil,transformer,0.3095238095238095,0.6746031746031745,0
oil,transformer,0.3253968253968254,0.4365079365079365,0
oil,transformer,0.3492063492063492,0.7579365079365079,0
oil,xgb,0.3571428571428572,1.0,0
oil,xgb,0.2380952380952381,1.0,0
oil,xgb,0.3015873015873016,1.0,0
oil,xgb,0.2777777777777777,1.0,0
oil,xgb,0.3492063492063492,1.0,0
oil,xgb,0.3015873015873015,1.0,0
oil,xgb,0.3174603174603174,1.0,0
oil,xgb,0.3253968253968253,1.0,0
oil,xgb,0.2698412698412698,1.0,0
oil,xgb,0.246031746031746,1.0,0
oil,xgb,0.3333333333333333,1.0,0
oil,xgb,0.2936507936507936,1.0,0
oil,xgb,0.2936507936507936,1.0,0
oil,xgb,0.2857142857142857,1.0,0
oil,xgb,0.3015873015873015,1.0,0
oil,xgb,0.3571428571428571,1.0,0
oil,xgb,0.2777777777777778,1.0,0
oil,xgb,0.2857142857142857,1.0,0
oil,xgb,0.3095238095238095,1.0,0
oil,xgb,0.2936507936507936,1.0,0
oil,xgb,0.3253968253968254,1.0,0
oil,xgb,0.2619047619047619,1.0,0
oil,xgb,0.2777777777777777,1.0,0
oil,xgb,0.3174603174603174,1.0,0
oil,xgb,0.2698412698412698,1.0,0
oil,xgb,0.3015873015873015,1.0,0
oil,xgb,0.2698412698412698,1.0,0
oil,xgb,0.3412698412698413,1.0,0
oil,xgb,0.2698412698412698,1.0,0
oil,xgb,0.2698412698412698,1.0,0
part,cnn,0.5714285714285715,0.5952380952380952,0
part,cnn,0.5476190476190476,0.7142857142857144,0
part,cnn,0.3571428571428571,0.2738095238095238,0
part,cnn,0.380952380952381,0.4285714285714286,0
part,cnn,0.5,0.4761904761904762,0
part,cnn,0.380952380952381,0.3095238095238095,0
part,cnn,0.3571428571428571,0.25,0
part,cnn,0.4285714285714285,0.3095238095238095,0
part,cnn,0.5,0.3095238095238095,0
part,cnn,0.4285714285714286,0.4880952380952381,0
part,cnn,0.2857142857142857,0.2142857142857143,0
part,cnn,0.380952380952381,0.380952380952381,0
part,cnn,0.3571428571428571,0.2380952380952381,0
part,cnn,0.380952380952381,0.2738095238095238,0
part,cnn,0.4047619047619048,0.4404761904761905,0
part,cnn,0.3333333333333333,0.2738095238095238,0
part,cnn,0.2857142857142857,0.1785714285714285,0
part,cnn,0.4761904761904762,0.4404761904761905,0
part,cnn,0.5,0.5,0
part,cnn,0.4047619047619047,0.3928571428571428,0
part,cnn,0.380952380952381,0.2619047619047619,0
part,cnn,0.3333333333333333,0.1428571428571428,0
part,cnn,0.4047619047619047,0.369047619047619,0
part,cnn,0.3571428571428571,0.25,0
part,cnn,0.3095238095238095,0.2738095238095238,0
part,cnn,0.3571428571428571,0.2857142857142857,0
part,cnn,0.4047619047619048,0.3571428571428571,0
part,cnn,0.3333333333333333,0.3452380952380953,0
part,cnn,0.4285714285714285,0.4761904761904762,0
part,cnn,0.3571428571428571,0.25,0
part,dt,0.3333333333333333,1.0,0
part,dt,0.380952380952381,1.0,0
part,dt,0.2619047619047619,1.0,0
part,dt,0.3571428571428571,1.0,0
part,dt,0.380952380952381,1.0,0
part,dt,0.3571428571428571,1.0,0
part,dt,0.4047619047619047,1.0,0
part,dt,0.4047619047619048,1.0,0
part,dt,0.3571428571428571,1.0,0
part,dt,0.3333333333333333,1.0,0
part,dt,0.2619047619047619,1.0,0
part,dt,0.3571428571428571,1.0,0
part,dt,0.2142857142857142,1.0,0
part,dt,0.3333333333333333,1.0,0
part,dt,0.380952380952381,1.0,0
part,dt,0.2142857142857142,1.0,0
part,dt,0.380952380952381,1.0,0
part,dt,0.4047619047619047,1.0,0
part,dt,0.2857142857142857,1.0,0
part,dt,0.4761904761904762,1.0,0
part,dt,0.4523809523809524,1.0,0
part,dt,0.3095238095238095,1.0,0
part,dt,0.380952380952381,1.0,0
part,dt,0.2619047619047618,1.0,0
part,dt,0.4047619047619048,1.0,0
part,dt,0.380952380952381,1.0,0
part,dt,0.3333333333333333,1.0,0
part,dt,0.2857142857142857,1.0,0
part,dt,0.4047619047619047,1.0,0
part,dt,0.3333333333333333,1.0,0
part,ensemble,0.7619047619047619,0.8571428571428572,0
part,ensemble,0.7619047619047619,0.7738095238095238,0
part,ensemble,0.7380952380952381,0.7738095238095237,0
part,ensemble,0.7380952380952381,0.6309523809523809,0
part,ensemble,0.7380952380952381,0.7261904761904763,0
part,ensemble,0.7380952380952381,0.7619047619047619,0
part,ensemble,0.7380952380952381,0.6190476190476191,0
part,ensemble,0.7380952380952381,0.6071428571428571,0
part,ensemble,0.7142857142857143,0.7380952380952381,0
part,ensemble,0.7142857142857143,0.5476190476190476,0
part,ensemble,0.7142857142857143,0.8214285714285715,0
part,ensemble,0.7142857142857143,0.5595238095238095,0
part,ensemble,0.7142857142857143,0.7976190476190476,0
part,ensemble,0.6904761904761906,0.6190476190476191,0
part,ensemble,0.6904761904761906,0.7738095238095238,0
part,ensemble,0.6904761904761906,0.7976190476190476,0
part,ensemble,0.6904761904761906,0.4642857142857144,0
part,ensemble,0.6666666666666666,0.8214285714285715,0
part,ensemble,0.6666666666666666,0.4880952380952381,0
part,ensemble,0.6666666666666666,0.2261904761904762,0
part,ensemble,0.6666666666666666,0.75,0
part,ensemble,0.6666666666666666,0.380952380952381,0
part,ensemble,0.6666666666666666,0.6071428571428572,0
part,ensemble,0.6428571428571429,0.4523809523809524,0
part,ensemble,0.6428571428571428,0.7619047619047619,0
part,ensemble,0.6190476190476191,0.4761904761904762,0
part,ensemble,0.6190476190476191,0.5238095238095238,0
part,ensemble,0.6190476190476191,0.3928571428571429,0
part,ensemble,0.6190476190476191,0.5833333333333334,0
part,ensemble,0.5952380952380952,0.5833333333333334,0
part,kan,0.7619047619047619,0.9642857142857144,0
part,kan,0.7380952380952381,0.9285714285714288,0
part,kan,0.7380952380952381,0.8928571428571429,0
part,kan,0.7380952380952381,0.8809523809523809,0
part,kan,0.7142857142857143,0.9166666666666666,0
part,kan,0.7142857142857143,0.9523809523809524,0
part,kan,0.7142857142857143,0.9047619047619048,0
part,kan,0.7142857142857143,0.9642857142857144,0
part,kan,0.7142857142857143,0.8928571428571429,0
part,kan,0.6904761904761906,0.9523809523809524,0
part,kan,0.6904761904761904,0.9285714285714284,0
part,kan,0.6666666666666666,0.9166666666666666,0
part,kan,0.6428571428571429,0.8452380952380952,0
part,kan,0.6428571428571429,0.9761904761904764,0
part,kan,0.6428571428571428,0.7976190476190476,0
part,kan,0.6190476190476191,0.8928571428571429,0
part,kan,0.5952380952380952,0.8928571428571428,0
part,kan,0.5952380952380952,0.7142857142857143,0
part,kan,0.5714285714285715,0.8809523809523809,0
part,kan,0.5714285714285715,0.7142857142857143,0
part,kan,0.5714285714285715,0.7976190476190476,0
part,kan,0.5476190476190476,0.7261904761904763,0
part,kan,0.5476190476190476,0.6547619047619048,0
part,kan,0.5476190476190476,0.6904761904761906,0
part,kan,0.5476190476190476,0.8690476190476191,0
part,kan,0.5476190476190476,0.6666666666666666,0
part,kan,0.5476190476190476,0.6309523809523809,0
part,kan,0.5238095238095238,0.7857142857142857,0
part,kan,0.4761904761904762,0.5476190476190477,0
part,kan,0.4285714285714285,0.4166666666666667,0
part,knn,0.5714285714285714,0.4642857142857142,0
part,knn,0.380952380952381,0.5833333333333334,0
part,knn,0.380952380952381,0.5238095238095237,0
part,knn,0.4047619047619048,0.4761904761904762,0
part,knn,0.3095238095238095,0.5357142857142857,0
part,knn,0.4285714285714285,0.511904761904762,0
part,knn,0.4285714285714285,0.4880952380952381,0
part,knn,0.380952380952381,0.5,0
part,knn,0.4047619047619048,0.5238095238095238,0
part,knn,0.4523809523809524,0.5476190476190476,0
part,knn,0.4285714285714285,0.5,0
part,knn,0.4285714285714285,0.5,0
part,knn,0.380952380952381,0.5476190476190476,0
part,knn,0.3571428571428571,0.5476190476190476,0
part,knn,0.4761904761904761,0.5,0
part,knn,0.4523809523809524,0.4880952380952381,0
part,knn,0.3333333333333333,0.5952380952380952,0
part,knn,0.4047619047619047,0.4880952380952381,0
part,knn,0.4761904761904762,0.4880952380952381,0
part,knn,0.380952380952381,0.5238095238095238,0
part,knn,0.4047619047619048,0.4761904761904761,0
part,knn,0.4047619047619047,0.5357142857142857,0
part,knn,0.3333333333333333,0.5357142857142857,0
part,knn,0.3571428571428571,0.5595238095238094,0
part,knn,0.3571428571428571,0.5238095238095237,0
part,knn,0.380952380952381,0.5,0
part,knn,0.3333333333333333,0.5238095238095238,0
part,knn,0.3333333333333333,0.5,0
part,knn,0.4761904761904762,0.5238095238095238,0
part,knn,0.380952380952381,0.5238095238095237,0
part,lda,0.5476190476190476,0.7380952380952381,0
part,lda,0.5476190476190476,0.6666666666666666,0
part,lda,0.5476190476190476,0.7023809523809524,0
part,lda,0.5238095238095238,0.6666666666666666,0
part,lda,0.5238095238095238,0.6666666666666666,0
part,lda,0.5238095238095238,0.6428571428571429,0
part,lda,0.5238095238095238,0.6547619047619048,0
part,lda,0.5238095238095238,0.6785714285714287,0
part,lda,0.4285714285714286,0.7023809523809524,0
part,lda,0.4523809523809524,0.6904761904761904,0
part,lda,0.4285714285714286,0.6428571428571428,0
part,lda,0.4761904761904762,0.6666666666666666,0
part,lda,0.4761904761904762,0.6904761904761906,0
part,lda,0.3333333333333333,0.7023809523809524,0
part,lda,0.4523809523809524,0.6547619047619048,0
part,lda,0.4285714285714286,0.6428571428571428,0
part,lda,0.5,0.6547619047619048,0
part,lda,0.4761904761904762,0.7142857142857143,0
