INFO:ga:Generation 1: Best=0.5738, Avg=0.3846
INFO:ga:Generation 2: Best=0.5738, Avg=0.4174
INFO:ga:Generation 3: Best=0.5738, Avg=0.4436
INFO:ga:Generation 4: Best=0.5970, Avg=0.4722
INFO:ga:Generation 5: Best=0.6284, Avg=0.4979
INFO:ga:Generation 6: Best=0.6721, Avg=0.5201
INFO:ga:Generation 7: Best=0.6721, Avg=0.5393
INFO:ga:Generation 8: Best=0.6721, Avg=0.5568
INFO:ga:Generation 9: Best=0.6721, Avg=0.5765
INFO:ga:Generation 10: Best=0.6967, Avg=0.5909
INFO:ga:Generation 11: Best=0.6967, Avg=0.6115
INFO:ga:Generation 12: Best=0.7090, Avg=0.6278
INFO:ga:Generation 13: Best=0.7131, Avg=0.6456
INFO:ga:Generation 14: Best=0.7459, Avg=0.6615
INFO:ga:Generation 15: Best=0.7459, Avg=0.6756
INFO:ga:Generation 16: Best=0.7541, Avg=0.6910
INFO:ga:Generation 17: Best=0.7787, Avg=0.7069
INFO:ga:Generation 18: Best=0.7910, Avg=0.7206
INFO:ga:Generation 19: Best=0.7951, Avg=0.7324
INFO:ga:Generation 20: Best=0.7951, Avg=0.7421
INFO:ga:Generation 21: Best=0.8033, Avg=0.7509
INFO:ga:Generation 22: Best=0.8046, Avg=0.7599
INFO:ga:Generation 23: Best=0.8046, Avg=0.7675
INFO:ga:Generation 24: Best=0.8115, Avg=0.7730
INFO:ga:Generation 25: Best=0.8156, Avg=0.7788
INFO:ga:Generation 26: Best=0.8156, Avg=0.7843
INFO:ga:Generation 27: Best=0.8156, Avg=0.7880
INFO:ga:Generation 28: Best=0.8197, Avg=0.7910
INFO:ga:Generation 29: Best=0.8197, Avg=0.7962
INFO:ga:Generation 30: Best=0.8224, Avg=0.7991
INFO:ga:Generation 31: Best=0.8224, Avg=0.8033
INFO:ga:Generation 32: Best=0.8224, Avg=0.8065
INFO:ga:Generation 33: Best=0.8224, Avg=0.8096
INFO:ga:Generation 34: Best=0.8224, Avg=0.8126
INFO:ga:Generation 35: Best=0.8224, Avg=0.8139
INFO:ga:Generation 36: Best=0.8224, Avg=0.8135
INFO:ga:Generation 37: Best=0.8224, Avg=0.8135
INFO:ga:Generation 38: Best=0.8361, Avg=0.8138
INFO:ga:Generation 39: Best=0.8361, Avg=0.8135
INFO:ga:Generation 40: Best=0.8361, Avg=0.8153
INFO:ga:Generation 41: Best=0.8361, Avg=0.8158
INFO:ga:Generation 42: Best=0.8361, Avg=0.8159
INFO:ga:Generation 43: Best=0.8361, Avg=0.8168
INFO:ga:Generation 44: Best=0.8361, Avg=0.8182
INFO:ga:Generation 45: Best=0.8361, Avg=0.8180
INFO:ga:Generation 46: Best=0.8443, Avg=0.8182
INFO:ga:Generation 47: Best=0.8443, Avg=0.8190
INFO:ga:Generation 48: Best=0.8443, Avg=0.8192
INFO:ga:Generation 49: Best=0.8443, Avg=0.8188
INFO:ga:Generation 50: Best=0.8443, Avg=0.8215
INFO:ga:Generation 51: Best=0.8443, Avg=0.8236
INFO:ga:Generation 52: Best=0.8689, Avg=0.8250
INFO:ga:Generation 53: Best=0.8689, Avg=0.8300
INFO:ga:Generation 54: Best=0.8689, Avg=0.8331
INFO:ga:Generation 55: Best=0.8689, Avg=0.8355
INFO:ga:Generation 56: Best=0.8689, Avg=0.8365
INFO:ga:Generation 57: Best=0.8689, Avg=0.8375
INFO:ga:Generation 58: Best=0.8689, Avg=0.8386
INFO:ga:Generation 59: Best=0.8689, Avg=0.8412
INFO:ga:Generation 60: Best=0.8689, Avg=0.8435
INFO:ga:Generation 61: Best=0.8689, Avg=0.8444
INFO:ga:Generation 62: Best=0.8689, Avg=0.8460
INFO:ga:Generation 63: Best=0.8770, Avg=0.8482
INFO:ga:Generation 64: Best=0.8770, Avg=0.8506
INFO:ga:Generation 65: Best=0.8784, Avg=0.8533
INFO:ga:Generation 66: Best=0.8784, Avg=0.8588
INFO:ga:Generation 67: Best=0.8852, Avg=0.8638
INFO:ga:Generation 68: Best=0.8852, Avg=0.8675
INFO:ga:Generation 69: Best=0.8852, Avg=0.8694
INFO:ga:Generation 70: Best=0.8852, Avg=0.8720
INFO:ga:Generation 71: Best=0.8852, Avg=0.8737
INFO:ga:Generation 72: Best=0.8852, Avg=0.8759
INFO:ga:Generation 73: Best=0.8921, Avg=0.8776
INFO:ga:Generation 74: Best=0.8921, Avg=0.8797
INFO:ga:Generation 75: Best=0.8934, Avg=0.8812
INFO:ga:Generation 76: Best=0.8934, Avg=0.8818
INFO:ga:Generation 77: Best=0.8934, Avg=0.8830
INFO:ga:Generation 78: Best=0.8934, Avg=0.8845
INFO:ga:Generation 79: Best=0.8934, Avg=0.8842
INFO:ga:Generation 80: Best=0.8934, Avg=0.8850
INFO:ga:Generation 81: Best=0.8934, Avg=0.8843
INFO:ga:Generation 82: Best=0.8934, Avg=0.8837
INFO:ga:Generation 83: Best=0.8934, Avg=0.8855
INFO:ga:Generation 84: Best=0.8934, Avg=0.8858
INFO:ga:Generation 85: Best=0.8934, Avg=0.8864
INFO:ga:Generation 86: Best=0.9003, Avg=0.8872
INFO:ga:Generation 87: Best=0.9016, Avg=0.8881
INFO:ga:Generation 88: Best=0.9016, Avg=0.8864
INFO:ga:Generation 89: Best=0.9016, Avg=0.8891
INFO:ga:Generation 90: Best=0.9016, Avg=0.8902
INFO:ga:Generation 91: Best=0.9016, Avg=0.8901
INFO:ga:Generation 92: Best=0.9016, Avg=0.8910
INFO:ga:Generation 93: Best=0.9016, Avg=0.8915
INFO:ga:Generation 94: Best=0.9016, Avg=0.8905
INFO:ga:Generation 95: Best=0.9098, Avg=0.8927
INFO:ga:Generation 96: Best=0.9098, Avg=0.8918
INFO:ga:Generation 97: Best=0.9098, Avg=0.8935
INFO:ga:Generation 98: Best=0.9180, Avg=0.8957
INFO:ga:Generation 99: Best=0.9180, Avg=0.8999
INFO:ga:Generation 100: Best=0.9180, Avg=0.9029
INFO:ga:Best individual's training accuracy: 0.9180 test accuracy: 0.7419
