INFO:ga:Generation 1: Best=0.5082, Avg=0.3794
INFO:ga:Generation 2: Best=0.5328, Avg=0.4154
INFO:ga:Generation 3: Best=0.5574, Avg=0.4423
INFO:ga:Generation 4: Best=0.5902, Avg=0.4669
INFO:ga:Generation 5: Best=0.5984, Avg=0.4898
INFO:ga:Generation 6: Best=0.6393, Avg=0.5136
INFO:ga:Generation 7: Best=0.6393, Avg=0.5339
INFO:ga:Generation 8: Best=0.6639, Avg=0.5560
INFO:ga:Generation 9: Best=0.6639, Avg=0.5741
INFO:ga:Generation 10: Best=0.6639, Avg=0.5923
INFO:ga:Generation 11: Best=0.6639, Avg=0.6098
INFO:ga:Generation 12: Best=0.6721, Avg=0.6234
INFO:ga:Generation 13: Best=0.6721, Avg=0.6339
INFO:ga:Generation 14: Best=0.6885, Avg=0.6424
INFO:ga:Generation 15: Best=0.6885, Avg=0.6487
INFO:ga:Generation 16: Best=0.6967, Avg=0.6552
INFO:ga:Generation 17: Best=0.6967, Avg=0.6599
INFO:ga:Generation 18: Best=0.6967, Avg=0.6641
INFO:ga:Generation 19: Best=0.6967, Avg=0.6679
INFO:ga:Generation 20: Best=0.7295, Avg=0.6725
INFO:ga:Generation 21: Best=0.7295, Avg=0.6762
INFO:ga:Generation 22: Best=0.7295, Avg=0.6796
INFO:ga:Generation 23: Best=0.7295, Avg=0.6836
INFO:ga:Generation 24: Best=0.7295, Avg=0.6870
INFO:ga:Generation 25: Best=0.7295, Avg=0.6891
INFO:ga:Generation 26: Best=0.7295, Avg=0.6940
INFO:ga:Generation 27: Best=0.7295, Avg=0.6973
INFO:ga:Generation 28: Best=0.7295, Avg=0.7033
INFO:ga:Generation 29: Best=0.7295, Avg=0.7066
INFO:ga:Generation 30: Best=0.7295, Avg=0.7098
INFO:ga:Generation 31: Best=0.7459, Avg=0.7118
INFO:ga:Generation 32: Best=0.7459, Avg=0.7147
INFO:ga:Generation 33: Best=0.7459, Avg=0.7178
INFO:ga:Generation 34: Best=0.7459, Avg=0.7215
INFO:ga:Generation 35: Best=0.7459, Avg=0.7244
INFO:ga:Generation 36: Best=0.7473, Avg=0.7274
INFO:ga:Generation 37: Best=0.7473, Avg=0.7290
INFO:ga:Generation 38: Best=0.7473, Avg=0.7293
INFO:ga:Generation 39: Best=0.7473, Avg=0.7303
INFO:ga:Generation 40: Best=0.7514, Avg=0.7321
INFO:ga:Generation 41: Best=0.7514, Avg=0.7343
INFO:ga:Generation 42: Best=0.7705, Avg=0.7371
INFO:ga:Generation 43: Best=0.7705, Avg=0.7406
INFO:ga:Generation 44: Best=0.7705, Avg=0.7443
INFO:ga:Generation 45: Best=0.7705, Avg=0.7471
INFO:ga:Generation 46: Best=0.7760, Avg=0.7500
INFO:ga:Generation 47: Best=0.7760, Avg=0.7521
INFO:ga:Generation 48: Best=0.7760, Avg=0.7549
INFO:ga:Generation 49: Best=0.7855, Avg=0.7584
INFO:ga:Generation 50: Best=0.7855, Avg=0.7604
INFO:ga:Generation 51: Best=0.7855, Avg=0.7629
INFO:ga:Generation 52: Best=0.7951, Avg=0.7664
INFO:ga:Generation 53: Best=0.7951, Avg=0.7685
INFO:ga:Generation 54: Best=0.7951, Avg=0.7721
INFO:ga:Generation 55: Best=0.7951, Avg=0.7729
INFO:ga:Generation 56: Best=0.7951, Avg=0.7764
INFO:ga:Generation 57: Best=0.7951, Avg=0.7794
INFO:ga:Generation 58: Best=0.8033, Avg=0.7819
INFO:ga:Generation 59: Best=0.8033, Avg=0.7840
INFO:ga:Generation 60: Best=0.8033, Avg=0.7875
INFO:ga:Generation 61: Best=0.8033, Avg=0.7905
INFO:ga:Generation 62: Best=0.8033, Avg=0.7933
INFO:ga:Generation 63: Best=0.8033, Avg=0.7947
INFO:ga:Generation 64: Best=0.8033, Avg=0.7949
INFO:ga:Generation 65: Best=0.8033, Avg=0.7954
INFO:ga:Generation 66: Best=0.8033, Avg=0.7958
INFO:ga:Generation 67: Best=0.8033, Avg=0.7958
INFO:ga:Generation 68: Best=0.8033, Avg=0.7965
INFO:ga:Generation 69: Best=0.8033, Avg=0.7971
INFO:ga:Generation 70: Best=0.8033, Avg=0.7968
INFO:ga:Generation 71: Best=0.8033, Avg=0.7973
INFO:ga:Generation 72: Best=0.8033, Avg=0.7985
INFO:ga:Generation 73: Best=0.8033, Avg=0.8001
INFO:ga:Generation 74: Best=0.8033, Avg=0.8009
INFO:ga:Generation 75: Best=0.8033, Avg=0.8018
INFO:ga:Generation 76: Best=0.8033, Avg=0.8020
INFO:ga:Generation 77: Best=0.8033, Avg=0.8026
INFO:ga:Generation 78: Best=0.8033, Avg=0.8030
INFO:ga:Generation 79: Best=0.8033, Avg=0.8028
INFO:ga:Generation 80: Best=0.8033, Avg=0.8026
INFO:ga:Generation 81: Best=0.8033, Avg=0.8029
INFO:ga:Generation 82: Best=0.8033, Avg=0.8031
INFO:ga:Generation 83: Best=0.8033, Avg=0.8028
INFO:ga:Generation 84: Best=0.8033, Avg=0.8026
INFO:ga:Generation 85: Best=0.8033, Avg=0.8023
INFO:ga:Generation 86: Best=0.8033, Avg=0.8026
INFO:ga:Generation 87: Best=0.8033, Avg=0.8023
INFO:ga:Generation 88: Best=0.8033, Avg=0.8026
INFO:ga:Generation 89: Best=0.8033, Avg=0.8031
INFO:ga:Generation 90: Best=0.8033, Avg=0.8026
INFO:ga:Generation 91: Best=0.8033, Avg=0.8026
INFO:ga:Generation 92: Best=0.8033, Avg=0.8028
INFO:ga:Generation 93: Best=0.8033, Avg=0.8026
INFO:ga:Generation 94: Best=0.8033, Avg=0.8029
INFO:ga:Generation 95: Best=0.8033, Avg=0.8024
INFO:ga:Generation 96: Best=0.8033, Avg=0.8023
INFO:ga:Generation 97: Best=0.8033, Avg=0.8026
INFO:ga:Generation 98: Best=0.8033, Avg=0.8028
INFO:ga:Generation 99: Best=0.8033, Avg=0.8025
INFO:ga:Generation 100: Best=0.8033, Avg=0.8023
INFO:ga:Best individual's training accuracy: 0.8033 test accuracy: 0.8065
