INFO:ga:Generation 1: Best=0.5246, Avg=0.3872
INFO:ga:Generation 2: Best=0.5410, Avg=0.4208
INFO:ga:Generation 3: Best=0.5574, Avg=0.4507
INFO:ga:Generation 4: Best=0.6516, Avg=0.4739
INFO:ga:Generation 5: Best=0.6516, Avg=0.4993
INFO:ga:Generation 6: Best=0.6516, Avg=0.5225
INFO:ga:Generation 7: Best=0.6516, Avg=0.5418
INFO:ga:Generation 8: Best=0.6557, Avg=0.5600
INFO:ga:Generation 9: Best=0.6557, Avg=0.5782
INFO:ga:Generation 10: Best=0.6639, Avg=0.6000
INFO:ga:Generation 11: Best=0.6639, Avg=0.6133
INFO:ga:Generation 12: Best=0.6721, Avg=0.6209
INFO:ga:Generation 13: Best=0.6885, Avg=0.6280
INFO:ga:Generation 14: Best=0.6885, Avg=0.6344
INFO:ga:Generation 15: Best=0.6885, Avg=0.6429
INFO:ga:Generation 16: Best=0.6885, Avg=0.6504
INFO:ga:Generation 17: Best=0.6967, Avg=0.6558
INFO:ga:Generation 18: Best=0.7131, Avg=0.6632
INFO:ga:Generation 19: Best=0.7131, Avg=0.6720
INFO:ga:Generation 20: Best=0.7295, Avg=0.6793
INFO:ga:Generation 21: Best=0.7295, Avg=0.6836
INFO:ga:Generation 22: Best=0.7295, Avg=0.6887
INFO:ga:Generation 23: Best=0.7295, Avg=0.6915
INFO:ga:Generation 24: Best=0.7541, Avg=0.6956
INFO:ga:Generation 25: Best=0.7541, Avg=0.7011
INFO:ga:Generation 26: Best=0.7705, Avg=0.7070
INFO:ga:Generation 27: Best=0.7705, Avg=0.7137
INFO:ga:Generation 28: Best=0.7787, Avg=0.7229
INFO:ga:Generation 29: Best=0.7787, Avg=0.7307
INFO:ga:Generation 30: Best=0.7801, Avg=0.7368
INFO:ga:Generation 31: Best=0.7801, Avg=0.7434
INFO:ga:Generation 32: Best=0.7869, Avg=0.7499
INFO:ga:Generation 33: Best=0.7951, Avg=0.7557
INFO:ga:Generation 34: Best=0.8033, Avg=0.7605
INFO:ga:Generation 35: Best=0.8033, Avg=0.7663
INFO:ga:Generation 36: Best=0.8033, Avg=0.7695
INFO:ga:Generation 37: Best=0.8046, Avg=0.7736
INFO:ga:Generation 38: Best=0.8046, Avg=0.7775
INFO:ga:Generation 39: Best=0.8046, Avg=0.7805
INFO:ga:Generation 40: Best=0.8115, Avg=0.7832
INFO:ga:Generation 41: Best=0.8115, Avg=0.7869
INFO:ga:Generation 42: Best=0.8115, Avg=0.7898
INFO:ga:Generation 43: Best=0.8115, Avg=0.7938
INFO:ga:Generation 44: Best=0.8197, Avg=0.7975
INFO:ga:Generation 45: Best=0.8197, Avg=0.8013
INFO:ga:Generation 46: Best=0.8197, Avg=0.8044
INFO:ga:Generation 47: Best=0.8197, Avg=0.8064
INFO:ga:Generation 48: Best=0.8197, Avg=0.8084
INFO:ga:Generation 49: Best=0.8197, Avg=0.8103
INFO:ga:Generation 50: Best=0.8197, Avg=0.8116
INFO:ga:Generation 51: Best=0.8210, Avg=0.8127
INFO:ga:Generation 52: Best=0.8265, Avg=0.8132
INFO:ga:Generation 53: Best=0.8279, Avg=0.8142
INFO:ga:Generation 54: Best=0.8279, Avg=0.8153
INFO:ga:Generation 55: Best=0.8279, Avg=0.8153
INFO:ga:Generation 56: Best=0.8279, Avg=0.8159
INFO:ga:Generation 57: Best=0.8443, Avg=0.8166
INFO:ga:Generation 58: Best=0.8443, Avg=0.8164
INFO:ga:Generation 59: Best=0.8443, Avg=0.8175
INFO:ga:Generation 60: Best=0.8443, Avg=0.8158
INFO:ga:Generation 61: Best=0.8443, Avg=0.8171
INFO:ga:Generation 62: Best=0.8443, Avg=0.8185
INFO:ga:Generation 63: Best=0.8443, Avg=0.8179
INFO:ga:Generation 64: Best=0.8443, Avg=0.8201
INFO:ga:Generation 65: Best=0.8443, Avg=0.8201
INFO:ga:Generation 66: Best=0.8443, Avg=0.8215
INFO:ga:Generation 67: Best=0.8525, Avg=0.8240
INFO:ga:Generation 68: Best=0.8525, Avg=0.8259
INFO:ga:Generation 69: Best=0.8525, Avg=0.8303
INFO:ga:Generation 70: Best=0.8525, Avg=0.8333
INFO:ga:Generation 71: Best=0.8525, Avg=0.8364
INFO:ga:Generation 72: Best=0.8525, Avg=0.8397
INFO:ga:Generation 73: Best=0.8525, Avg=0.8426
INFO:ga:Generation 74: Best=0.8525, Avg=0.8445
INFO:ga:Generation 75: Best=0.8525, Avg=0.8462
INFO:ga:Generation 76: Best=0.8525, Avg=0.8479
INFO:ga:Generation 77: Best=0.8525, Avg=0.8500
INFO:ga:Generation 78: Best=0.8525, Avg=0.8513
INFO:ga:Generation 79: Best=0.8525, Avg=0.8517
INFO:ga:Generation 80: Best=0.8525, Avg=0.8514
INFO:ga:Generation 81: Best=0.8525, Avg=0.8519
INFO:ga:Generation 82: Best=0.8525, Avg=0.8521
INFO:ga:Generation 83: Best=0.8525, Avg=0.8516
INFO:ga:Generation 84: Best=0.8525, Avg=0.8514
INFO:ga:Generation 85: Best=0.8525, Avg=0.8517
INFO:ga:Generation 86: Best=0.8525, Avg=0.8521
INFO:ga:Generation 87: Best=0.8525, Avg=0.8519
INFO:ga:Generation 88: Best=0.8525, Avg=0.8520
INFO:ga:Generation 89: Best=0.8525, Avg=0.8515
INFO:ga:Generation 90: Best=0.8525, Avg=0.8521
INFO:ga:Generation 91: Best=0.8525, Avg=0.8516
INFO:ga:Generation 92: Best=0.8525, Avg=0.8509
INFO:ga:Generation 93: Best=0.8525, Avg=0.8520
INFO:ga:Generation 94: Best=0.8525, Avg=0.8515
INFO:ga:Generation 95: Best=0.8525, Avg=0.8516
INFO:ga:Generation 96: Best=0.8525, Avg=0.8519
INFO:ga:Generation 97: Best=0.8525, Avg=0.8515
INFO:ga:Generation 98: Best=0.8525, Avg=0.8517
INFO:ga:Generation 99: Best=0.8525, Avg=0.8511
INFO:ga:Generation 100: Best=0.8525, Avg=0.8513
INFO:ga:Best individual's training accuracy: 0.8525 test accuracy: 0.7419
