INFO:ga:Generation 1: Best=0.4583, Avg=0.2316
INFO:ga:Generation 2: Best=0.5833, Avg=0.2796
INFO:ga:Generation 3: Best=0.5833, Avg=0.3210
INFO:ga:Generation 4: Best=0.6250, Avg=0.3556
INFO:ga:Generation 5: Best=0.6250, Avg=0.3874
INFO:ga:Generation 6: Best=0.6250, Avg=0.4210
INFO:ga:Generation 7: Best=0.6250, Avg=0.4540
INFO:ga:Generation 8: Best=0.6667, Avg=0.4815
INFO:ga:Generation 9: Best=0.6667, Avg=0.5100
INFO:ga:Generation 10: Best=0.6667, Avg=0.5423
INFO:ga:Generation 11: Best=0.7083, Avg=0.5752
INFO:ga:Generation 12: Best=0.7083, Avg=0.6007
INFO:ga:Generation 13: Best=0.7083, Avg=0.6211
INFO:ga:Generation 14: Best=0.7083, Avg=0.6384
INFO:ga:Generation 15: Best=0.7500, Avg=0.6531
INFO:ga:Generation 16: Best=0.7500, Avg=0.6674
INFO:ga:Generation 17: Best=0.7917, Avg=0.6812
INFO:ga:Generation 18: Best=0.7917, Avg=0.6928
INFO:ga:Generation 19: Best=0.7917, Avg=0.7045
INFO:ga:Generation 20: Best=0.8333, Avg=0.7213
INFO:ga:Generation 21: Best=0.8333, Avg=0.7400
INFO:ga:Generation 22: Best=0.8333, Avg=0.7583
INFO:ga:Generation 23: Best=0.8333, Avg=0.7749
INFO:ga:Generation 24: Best=0.8333, Avg=0.7877
INFO:ga:Generation 25: Best=0.8333, Avg=0.8030
INFO:ga:Generation 26: Best=0.8333, Avg=0.8133
INFO:ga:Generation 27: Best=0.8333, Avg=0.8197
INFO:ga:Generation 28: Best=0.8333, Avg=0.8238
INFO:ga:Generation 29: Best=0.8333, Avg=0.8259
INFO:ga:Generation 30: Best=0.8333, Avg=0.8296
INFO:ga:Generation 31: Best=0.8333, Avg=0.8282
INFO:ga:Generation 32: Best=0.8333, Avg=0.8285
INFO:ga:Generation 33: Best=0.8333, Avg=0.8292
INFO:ga:Generation 34: Best=0.8333, Avg=0.8288
INFO:ga:Generation 35: Best=0.8333, Avg=0.8299
INFO:ga:Generation 36: Best=0.8333, Avg=0.8294
INFO:ga:Generation 37: Best=0.8333, Avg=0.8308
INFO:ga:Generation 38: Best=0.8333, Avg=0.8298
INFO:ga:Generation 39: Best=0.8333, Avg=0.8303
INFO:ga:Generation 40: Best=0.8333, Avg=0.8299
INFO:ga:Generation 41: Best=0.8333, Avg=0.8308
INFO:ga:Generation 42: Best=0.8333, Avg=0.8290
INFO:ga:Generation 43: Best=0.8333, Avg=0.8302
INFO:ga:Generation 44: Best=0.8333, Avg=0.8309
INFO:ga:Generation 45: Best=0.8333, Avg=0.8303
INFO:ga:Generation 46: Best=0.8333, Avg=0.8312
INFO:ga:Generation 47: Best=0.8333, Avg=0.8304
INFO:ga:Generation 48: Best=0.8333, Avg=0.8308
INFO:ga:Generation 49: Best=0.8333, Avg=0.8316
