INFO:ga:Generation 1: Best=0.4167, Avg=0.2356
INFO:ga:Generation 2: Best=0.4583, Avg=0.2832
INFO:ga:Generation 3: Best=0.5000, Avg=0.3231
INFO:ga:Generation 4: Best=0.5417, Avg=0.3644
INFO:ga:Generation 5: Best=0.6250, Avg=0.3965
INFO:ga:Generation 6: Best=0.6250, Avg=0.4275
INFO:ga:Generation 7: Best=0.6250, Avg=0.4497
INFO:ga:Generation 8: Best=0.6250, Avg=0.4763
INFO:ga:Generation 9: Best=0.6250, Avg=0.4958
INFO:ga:Generation 10: Best=0.6250, Avg=0.5119
INFO:ga:Generation 11: Best=0.6667, Avg=0.5316
INFO:ga:Generation 12: Best=0.6667, Avg=0.5446
INFO:ga:Generation 13: Best=0.7083, Avg=0.5635
INFO:ga:Generation 14: Best=0.7083, Avg=0.5792
INFO:ga:Generation 15: Best=0.7083, Avg=0.5956
INFO:ga:Generation 16: Best=0.7083, Avg=0.6124
INFO:ga:Generation 17: Best=0.7500, Avg=0.6260
INFO:ga:Generation 18: Best=0.7500, Avg=0.6421
INFO:ga:Generation 19: Best=0.7917, Avg=0.6620
INFO:ga:Generation 20: Best=0.8333, Avg=0.6800
INFO:ga:Generation 21: Best=0.8333, Avg=0.6969
INFO:ga:Generation 22: Best=0.8333, Avg=0.7091
INFO:ga:Generation 23: Best=0.8333, Avg=0.7245
INFO:ga:Generation 24: Best=0.8333, Avg=0.7393
INFO:ga:Generation 25: Best=0.8333, Avg=0.7519
INFO:ga:Generation 26: Best=0.8333, Avg=0.7605
INFO:ga:Generation 27: Best=0.8333, Avg=0.7715
INFO:ga:Generation 28: Best=0.8333, Avg=0.7815
INFO:ga:Generation 29: Best=0.8333, Avg=0.7952
INFO:ga:Generation 30: Best=0.8333, Avg=0.8054
INFO:ga:Generation 31: Best=0.8333, Avg=0.8160
INFO:ga:Generation 32: Best=0.8333, Avg=0.8247
INFO:ga:Generation 33: Best=0.8542, Avg=0.8289
INFO:ga:Generation 34: Best=0.8750, Avg=0.8316
INFO:ga:Generation 35: Best=0.8750, Avg=0.8318
INFO:ga:Generation 36: Best=0.8750, Avg=0.8345
INFO:ga:Generation 37: Best=0.8750, Avg=0.8371
INFO:ga:Generation 38: Best=0.8750, Avg=0.8384
INFO:ga:Generation 39: Best=0.8750, Avg=0.8429
INFO:ga:Generation 40: Best=0.8750, Avg=0.8492
INFO:ga:Generation 41: Best=0.8750, Avg=0.8561
INFO:ga:Generation 42: Best=0.8750, Avg=0.8626
INFO:ga:Generation 43: Best=0.8750, Avg=0.8682
INFO:ga:Generation 44: Best=0.8750, Avg=0.8711
INFO:ga:Generation 45: Best=0.8750, Avg=0.8727
INFO:ga:Generation 46: Best=0.8750, Avg=0.8735
INFO:ga:Generation 47: Best=0.8750, Avg=0.8733
