INFO:ga:Generation 1: Best=0.4167, Avg=0.2360
INFO:ga:Generation 2: Best=0.5000, Avg=0.2816
INFO:ga:Generation 3: Best=0.5000, Avg=0.3250
INFO:ga:Generation 4: Best=0.5417, Avg=0.3617
INFO:ga:Generation 5: Best=0.6250, Avg=0.3986
INFO:ga:Generation 6: Best=0.6250, Avg=0.4286
INFO:ga:Generation 7: Best=0.6250, Avg=0.4593
INFO:ga:Generation 8: Best=0.6667, Avg=0.4857
INFO:ga:Generation 9: Best=0.6667, Avg=0.5108
INFO:ga:Generation 10: Best=0.6667, Avg=0.5298
INFO:ga:Generation 11: Best=0.6944, Avg=0.5452
INFO:ga:Generation 12: Best=0.6944, Avg=0.5596
INFO:ga:Generation 13: Best=0.7083, Avg=0.5763
INFO:ga:Generation 14: Best=0.7083, Avg=0.5957
INFO:ga:Generation 15: Best=0.7083, Avg=0.6162
INFO:ga:Generation 16: Best=0.7500, Avg=0.6325
INFO:ga:Generation 17: Best=0.7500, Avg=0.6523
INFO:ga:Generation 18: Best=0.7500, Avg=0.6663
INFO:ga:Generation 19: Best=0.7500, Avg=0.6830
INFO:ga:Generation 20: Best=0.7500, Avg=0.6956
INFO:ga:Generation 21: Best=0.7500, Avg=0.7019
INFO:ga:Generation 22: Best=0.7500, Avg=0.7100
INFO:ga:Generation 23: Best=0.7917, Avg=0.7194
INFO:ga:Generation 24: Best=0.7917, Avg=0.7262
INFO:ga:Generation 25: Best=0.7917, Avg=0.7306
INFO:ga:Generation 26: Best=0.7917, Avg=0.7365
INFO:ga:Generation 27: Best=0.7917, Avg=0.7411
INFO:ga:Generation 28: Best=0.7917, Avg=0.7454
INFO:ga:Generation 29: Best=0.7917, Avg=0.7486
INFO:ga:Generation 30: Best=0.7917, Avg=0.7524
INFO:ga:Generation 31: Best=0.8333, Avg=0.7570
INFO:ga:Generation 32: Best=0.8333, Avg=0.7610
INFO:ga:Generation 33: Best=0.8333, Avg=0.7695
INFO:ga:Generation 34: Best=0.8333, Avg=0.7738
INFO:ga:Generation 35: Best=0.8333, Avg=0.7781
INFO:ga:Generation 36: Best=0.8333, Avg=0.7851
INFO:ga:Generation 37: Best=0.8333, Avg=0.7872
INFO:ga:Generation 38: Best=0.8333, Avg=0.7909
INFO:ga:Generation 39: Best=0.8333, Avg=0.7960
INFO:ga:Generation 40: Best=0.8333, Avg=0.8025
INFO:ga:Generation 41: Best=0.8333, Avg=0.8099
INFO:ga:Generation 42: Best=0.8333, Avg=0.8189
INFO:ga:Generation 43: Best=0.8333, Avg=0.8258
INFO:ga:Generation 44: Best=0.8333, Avg=0.8284
INFO:ga:Generation 45: Best=0.8333, Avg=0.8282
INFO:ga:Generation 46: Best=0.8333, Avg=0.8285
INFO:ga:Generation 47: Best=0.8333, Avg=0.8299
INFO:ga:Generation 48: Best=0.8333, Avg=0.8306
INFO:ga:Generation 49: Best=0.8333, Avg=0.8302
INFO:ga:Generation 50: Best=0.8333, Avg=0.8310
