INFO:__main__:Reading the dataset: fish part
INFO:__main__:Training the network
INFO:train:Epoch 1/100, Train Loss: 1.6426, Train Acc: 0.3333, Val Loss: 1.2759, Val Acc: 0.3333
INFO:train:Epoch 2/100, Train Loss: 1.1756, Train Acc: 0.6806, Val Loss: 1.1986, Val Acc: 0.3333
INFO:train:Epoch 3/100, Train Loss: 0.9094, Train Acc: 0.8333, Val Loss: 1.1973, Val Acc: 0.3333
INFO:train:Epoch 4/100, Train Loss: 0.7581, Train Acc: 0.8958, Val Loss: 1.1954, Val Acc: 0.3333
INFO:train:Epoch 5/100, Train Loss: 0.6591, Train Acc: 0.9236, Val Loss: 1.2240, Val Acc: 0.3333
INFO:train:Epoch 6/100, Train Loss: 0.6193, Train Acc: 0.9236, Val Loss: 1.2188, Val Acc: 0.3333
INFO:train:Epoch 7/100, Train Loss: 0.5641, Train Acc: 0.9792, Val Loss: 1.2313, Val Acc: 0.3333
INFO:train:Epoch 8/100, Train Loss: 0.5353, Train Acc: 0.9861, Val Loss: 1.2376, Val Acc: 0.6667
INFO:train:Epoch 9/100, Train Loss: 0.5128, Train Acc: 0.9931, Val Loss: 1.2372, Val Acc: 0.6667
INFO:train:Epoch 10/100, Train Loss: 0.4889, Train Acc: 1.0000, Val Loss: 1.2081, Val Acc: 0.6667
INFO:train:Epoch 11/100, Train Loss: 0.4806, Train Acc: 1.0000, Val Loss: 1.1944, Val Acc: 0.6667
INFO:train:Epoch 12/100, Train Loss: 0.4686, Train Acc: 1.0000, Val Loss: 1.1835, Val Acc: 0.6667
INFO:train:Epoch 13/100, Train Loss: 0.4655, Train Acc: 1.0000, Val Loss: 1.1581, Val Acc: 0.6667
INFO:train:Epoch 14/100, Train Loss: 0.4560, Train Acc: 1.0000, Val Loss: 1.1498, Val Acc: 0.6667
INFO:train:Epoch 15/100, Train Loss: 0.4496, Train Acc: 1.0000, Val Loss: 1.1592, Val Acc: 0.6667
INFO:train:Epoch 16/100, Train Loss: 0.4459, Train Acc: 1.0000, Val Loss: 1.1617, Val Acc: 0.6667
INFO:train:Epoch 17/100, Train Loss: 0.4434, Train Acc: 1.0000, Val Loss: 1.1646, Val Acc: 0.6667
INFO:train:Epoch 18/100, Train Loss: 0.4427, Train Acc: 1.0000, Val Loss: 1.1579, Val Acc: 0.6667
INFO:train:Epoch 19/100, Train Loss: 0.4387, Train Acc: 1.0000, Val Loss: 1.1505, Val Acc: 0.6667
INFO:train:Epoch 20/100, Train Loss: 0.4388, Train Acc: 1.0000, Val Loss: 1.1405, Val Acc: 0.6667
INFO:train:Epoch 21/100, Train Loss: 0.4360, Train Acc: 1.0000, Val Loss: 1.1361, Val Acc: 0.6667
INFO:train:Epoch 22/100, Train Loss: 0.4356, Train Acc: 1.0000, Val Loss: 1.1347, Val Acc: 0.6667
INFO:train:Epoch 23/100, Train Loss: 0.4352, Train Acc: 1.0000, Val Loss: 1.1448, Val Acc: 0.6667
INFO:train:Epoch 24/100, Train Loss: 0.4331, Train Acc: 1.0000, Val Loss: 1.1576, Val Acc: 0.6667
INFO:train:Epoch 25/100, Train Loss: 0.4345, Train Acc: 1.0000, Val Loss: 1.1566, Val Acc: 0.6667
INFO:train:Epoch 26/100, Train Loss: 0.4326, Train Acc: 1.0000, Val Loss: 1.1444, Val Acc: 0.6667
INFO:train:Epoch 27/100, Train Loss: 0.4324, Train Acc: 1.0000, Val Loss: 1.1319, Val Acc: 0.6667
INFO:train:Epoch 28/100, Train Loss: 0.4306, Train Acc: 1.0000, Val Loss: 1.1301, Val Acc: 0.6667
INFO:train:Epoch 29/100, Train Loss: 0.4312, Train Acc: 1.0000, Val Loss: 1.1402, Val Acc: 0.6667
INFO:train:Epoch 30/100, Train Loss: 0.4303, Train Acc: 1.0000, Val Loss: 1.1478, Val Acc: 0.6667
INFO:train:Epoch 31/100, Train Loss: 0.4310, Train Acc: 1.0000, Val Loss: 1.1407, Val Acc: 0.6667
INFO:train:Epoch 32/100, Train Loss: 0.4314, Train Acc: 1.0000, Val Loss: 1.1406, Val Acc: 0.6667
INFO:train:Epoch 33/100, Train Loss: 0.4300, Train Acc: 1.0000, Val Loss: 1.1409, Val Acc: 0.6667
INFO:train:Epoch 34/100, Train Loss: 0.4296, Train Acc: 1.0000, Val Loss: 1.1426, Val Acc: 0.6667
INFO:train:Epoch 35/100, Train Loss: 0.4295, Train Acc: 1.0000, Val Loss: 1.1546, Val Acc: 0.6667
