INFO:__main__:Reading the dataset: fish part
INFO:__main__:Training the network
INFO:train:Epoch 1/100, Train Loss: 1.7634, Train Acc: 0.2986, Val Loss: 1.5726, Val Acc: 0.6667
INFO:train:Epoch 2/100, Train Loss: 1.5743, Train Acc: 0.7292, Val Loss: 1.5360, Val Acc: 0.6667
INFO:train:Epoch 3/100, Train Loss: 1.4824, Train Acc: 0.8819, Val Loss: 1.5509, Val Acc: 0.6667
INFO:train:Epoch 4/100, Train Loss: 1.4442, Train Acc: 0.9514, Val Loss: 1.5541, Val Acc: 0.6667
INFO:train:Epoch 5/100, Train Loss: 1.4332, Train Acc: 0.9722, Val Loss: 1.5684, Val Acc: 0.6667
INFO:train:Epoch 6/100, Train Loss: 1.4219, Train Acc: 0.9861, Val Loss: 1.5842, Val Acc: 0.6667
INFO:train:Epoch 7/100, Train Loss: 1.4056, Train Acc: 0.9931, Val Loss: 1.6034, Val Acc: 0.6667
INFO:train:Epoch 8/100, Train Loss: 1.3921, Train Acc: 1.0000, Val Loss: 1.6146, Val Acc: 0.6667
INFO:train:Epoch 9/100, Train Loss: 1.3879, Train Acc: 1.0000, Val Loss: 1.6141, Val Acc: 0.6667
INFO:train:Epoch 10/100, Train Loss: 1.3847, Train Acc: 1.0000, Val Loss: 1.6131, Val Acc: 0.6667
INFO:train:Epoch 11/100, Train Loss: 1.3827, Train Acc: 1.0000, Val Loss: 1.6149, Val Acc: 0.6667
INFO:train:Epoch 12/100, Train Loss: 1.3835, Train Acc: 1.0000, Val Loss: 1.6067, Val Acc: 0.6667
INFO:train:Epoch 13/100, Train Loss: 1.3798, Train Acc: 1.0000, Val Loss: 1.5935, Val Acc: 0.6667
INFO:train:Epoch 14/100, Train Loss: 1.3778, Train Acc: 1.0000, Val Loss: 1.6016, Val Acc: 0.6667
INFO:train:Epoch 15/100, Train Loss: 1.3779, Train Acc: 1.0000, Val Loss: 1.6163, Val Acc: 0.6667
INFO:train:Epoch 16/100, Train Loss: 1.3739, Train Acc: 1.0000, Val Loss: 1.6148, Val Acc: 0.6667
INFO:train:Epoch 17/100, Train Loss: 1.3753, Train Acc: 1.0000, Val Loss: 1.6029, Val Acc: 0.6667
INFO:train:Epoch 18/100, Train Loss: 1.3787, Train Acc: 1.0000, Val Loss: 1.5969, Val Acc: 0.6667
INFO:train:Epoch 19/100, Train Loss: 1.3730, Train Acc: 1.0000, Val Loss: 1.5958, Val Acc: 0.6667
INFO:train:Epoch 20/100, Train Loss: 1.3708, Train Acc: 1.0000, Val Loss: 1.5931, Val Acc: 0.6667
INFO:train:Epoch 21/100, Train Loss: 1.3721, Train Acc: 1.0000, Val Loss: 1.5810, Val Acc: 0.6667
INFO:train:Epoch 22/100, Train Loss: 1.3743, Train Acc: 1.0000, Val Loss: 1.5755, Val Acc: 0.6667
INFO:train:Epoch 23/100, Train Loss: 1.3718, Train Acc: 1.0000, Val Loss: 1.5745, Val Acc: 0.6667
INFO:train:Epoch 24/100, Train Loss: 1.3688, Train Acc: 1.0000, Val Loss: 1.5748, Val Acc: 0.6667
INFO:train:Epoch 25/100, Train Loss: 1.3719, Train Acc: 1.0000, Val Loss: 1.5808, Val Acc: 0.6667
INFO:train:Epoch 26/100, Train Loss: 1.3722, Train Acc: 1.0000, Val Loss: 1.5755, Val Acc: 0.6667
INFO:train:Epoch 27/100, Train Loss: 1.3733, Train Acc: 1.0000, Val Loss: 1.5690, Val Acc: 0.6667
INFO:train:Epoch 28/100, Train Loss: 1.3737, Train Acc: 1.0000, Val Loss: 1.5706, Val Acc: 0.6667
INFO:train:Epoch 29/100, Train Loss: 1.3704, Train Acc: 1.0000, Val Loss: 1.5658, Val Acc: 0.6667
INFO:train:Epoch 30/100, Train Loss: 1.3719, Train Acc: 1.0000, Val Loss: 1.5633, Val Acc: 0.6667
INFO:train:Epoch 31/100, Train Loss: 1.3737, Train Acc: 1.0000, Val Loss: 1.5841, Val Acc: 0.6667
INFO:train:Epoch 32/100, Train Loss: 1.3731, Train Acc: 1.0000, Val Loss: 1.5870, Val Acc: 0.6667
