INFO:__main__:Reading the dataset: fish part
INFO:__main__:Training the network
INFO:train:Epoch 1/100, Train Loss: 1.7909, Train Acc: 0.2708, Val Loss: 1.7614, Val Acc: 0.3333
INFO:train:Epoch 2/100, Train Loss: 1.5567, Train Acc: 0.7153, Val Loss: 1.6849, Val Acc: 0.6667
INFO:train:Epoch 3/100, Train Loss: 1.5207, Train Acc: 0.8056, Val Loss: 1.7012, Val Acc: 0.6667
INFO:train:Epoch 4/100, Train Loss: 1.4641, Train Acc: 0.9097, Val Loss: 1.7405, Val Acc: 0.6667
INFO:train:Epoch 5/100, Train Loss: 1.4270, Train Acc: 0.9653, Val Loss: 1.7617, Val Acc: 0.3333
INFO:train:Epoch 6/100, Train Loss: 1.4202, Train Acc: 0.9722, Val Loss: 1.7626, Val Acc: 0.3333
INFO:train:Epoch 7/100, Train Loss: 1.4142, Train Acc: 0.9792, Val Loss: 1.7588, Val Acc: 0.3333
INFO:train:Epoch 8/100, Train Loss: 1.3978, Train Acc: 1.0000, Val Loss: 1.7666, Val Acc: 0.3333
INFO:train:Epoch 9/100, Train Loss: 1.3877, Train Acc: 1.0000, Val Loss: 1.7705, Val Acc: 0.3333
INFO:train:Epoch 10/100, Train Loss: 1.3865, Train Acc: 1.0000, Val Loss: 1.7598, Val Acc: 0.3333
INFO:train:Epoch 11/100, Train Loss: 1.3845, Train Acc: 1.0000, Val Loss: 1.7635, Val Acc: 0.3333
INFO:train:Epoch 12/100, Train Loss: 1.3860, Train Acc: 1.0000, Val Loss: 1.7813, Val Acc: 0.3333
INFO:train:Epoch 13/100, Train Loss: 1.3800, Train Acc: 1.0000, Val Loss: 1.7973, Val Acc: 0.3333
INFO:train:Epoch 14/100, Train Loss: 1.3768, Train Acc: 1.0000, Val Loss: 1.7922, Val Acc: 0.3333
INFO:train:Epoch 15/100, Train Loss: 1.3748, Train Acc: 1.0000, Val Loss: 1.7707, Val Acc: 0.3333
INFO:train:Epoch 16/100, Train Loss: 1.3723, Train Acc: 1.0000, Val Loss: 1.7589, Val Acc: 0.3333
INFO:train:Epoch 17/100, Train Loss: 1.3759, Train Acc: 1.0000, Val Loss: 1.7559, Val Acc: 0.3333
INFO:train:Epoch 18/100, Train Loss: 1.3732, Train Acc: 1.0000, Val Loss: 1.7615, Val Acc: 0.3333
INFO:train:Epoch 19/100, Train Loss: 1.3735, Train Acc: 1.0000, Val Loss: 1.7739, Val Acc: 0.3333
INFO:train:Epoch 20/100, Train Loss: 1.3693, Train Acc: 1.0000, Val Loss: 1.7756, Val Acc: 0.3333
INFO:train:Epoch 21/100, Train Loss: 1.3690, Train Acc: 1.0000, Val Loss: 1.7844, Val Acc: 0.3333
INFO:train:Epoch 22/100, Train Loss: 1.3710, Train Acc: 1.0000, Val Loss: 1.7880, Val Acc: 0.3333
INFO:train:Epoch 23/100, Train Loss: 1.3724, Train Acc: 1.0000, Val Loss: 1.7893, Val Acc: 0.3333
INFO:train:Epoch 24/100, Train Loss: 1.3706, Train Acc: 1.0000, Val Loss: 1.7771, Val Acc: 0.3333
INFO:train:Epoch 25/100, Train Loss: 1.3691, Train Acc: 1.0000, Val Loss: 1.7468, Val Acc: 0.3333
INFO:train:Epoch 26/100, Train Loss: 1.3720, Train Acc: 1.0000, Val Loss: 1.7381, Val Acc: 0.3333
INFO:train:Epoch 27/100, Train Loss: 1.3694, Train Acc: 1.0000, Val Loss: 1.7427, Val Acc: 0.3333
INFO:train:Epoch 28/100, Train Loss: 1.3683, Train Acc: 1.0000, Val Loss: 1.7432, Val Acc: 0.3333
INFO:train:Epoch 29/100, Train Loss: 1.3713, Train Acc: 1.0000, Val Loss: 1.7489, Val Acc: 0.3333
INFO:train:Epoch 30/100, Train Loss: 1.3723, Train Acc: 1.0000, Val Loss: 1.7538, Val Acc: 0.3333
INFO:train:Epoch 31/100, Train Loss: 1.3685, Train Acc: 1.0000, Val Loss: 1.7475, Val Acc: 0.3333
INFO:train:Epoch 32/100, Train Loss: 1.3705, Train Acc: 1.0000, Val Loss: 1.7482, Val Acc: 0.3333
INFO:train:Epoch 33/100, Train Loss: 1.3720, Train Acc: 1.0000, Val Loss: 1.7575, Val Acc: 0.3333
INFO:train:Epoch 34/100, Train Loss: 1.3696, Train Acc: 1.0000, Val Loss: 1.7539, Val Acc: 0.3333
INFO:train:Epoch 35/100, Train Loss: 1.3721, Train Acc: 1.0000, Val Loss: 1.7447, Val Acc: 0.3333
INFO:train:Epoch 36/100, Train Loss: 1.3720, Train Acc: 1.0000, Val Loss: 1.7593, Val Acc: 0.3333
INFO:train:Epoch 37/100, Train Loss: 1.3705, Train Acc: 1.0000, Val Loss: 1.7778, Val Acc: 0.3333
INFO:train:Epoch 38/100, Train Loss: 1.3718, Train Acc: 1.0000, Val Loss: 1.7677, Val Acc: 0.3333
INFO:train:Epoch 39/100, Train Loss: 1.3693, Train Acc: 1.0000, Val Loss: 1.7409, Val Acc: 0.3333
INFO:train:Epoch 40/100, Train Loss: 1.3666, Train Acc: 1.0000, Val Loss: 1.7283, Val Acc: 0.3333
INFO:train:Epoch 41/100, Train Loss: 1.3689, Train Acc: 1.0000, Val Loss: 1.7596, Val Acc: 0.3333
INFO:train:Epoch 42/100, Train Loss: 1.3689, Train Acc: 1.0000, Val Loss: 1.7837, Val Acc: 0.3333
INFO:train:Epoch 43/100, Train Loss: 1.3697, Train Acc: 1.0000, Val Loss: 1.7655, Val Acc: 0.3333
INFO:train:Epoch 44/100, Train Loss: 1.3705, Train Acc: 1.0000, Val Loss: 1.7577, Val Acc: 0.3333
INFO:train:Epoch 45/100, Train Loss: 1.3717, Train Acc: 1.0000, Val Loss: 1.7593, Val Acc: 0.3333
INFO:train:Epoch 46/100, Train Loss: 1.3707, Train Acc: 1.0000, Val Loss: 1.7610, Val Acc: 0.3333
INFO:train:Epoch 47/100, Train Loss: 1.3683, Train Acc: 1.0000, Val Loss: 1.7703, Val Acc: 0.3333
INFO:train:Epoch 48/100, Train Loss: 1.3698, Train Acc: 1.0000, Val Loss: 1.7757, Val Acc: 0.3333
INFO:train:Epoch 49/100, Train Loss: 1.3695, Train Acc: 1.0000, Val Loss: 1.7753, Val Acc: 0.3333
INFO:train:Epoch 50/100, Train Loss: 1.3688, Train Acc: 1.0000, Val Loss: 1.7595, Val Acc: 0.3333
INFO:train:Epoch 51/100, Train Loss: 1.3698, Train Acc: 1.0000, Val Loss: 1.7659, Val Acc: 0.3333
INFO:train:Epoch 52/100, Train Loss: 1.3686, Train Acc: 1.0000, Val Loss: 1.7897, Val Acc: 0.3333
INFO:train:Epoch 53/100, Train Loss: 1.3686, Train Acc: 1.0000, Val Loss: 1.7906, Val Acc: 0.3333
INFO:train:Epoch 54/100, Train Loss: 1.3704, Train Acc: 1.0000, Val Loss: 1.7639, Val Acc: 0.3333
INFO:train:Epoch 55/100, Train Loss: 1.3686, Train Acc: 1.0000, Val Loss: 1.7403, Val Acc: 0.3333
INFO:train:Epoch 56/100, Train Loss: 1.3699, Train Acc: 1.0000, Val Loss: 1.7338, Val Acc: 0.3333
INFO:train:Epoch 57/100, Train Loss: 1.3666, Train Acc: 1.0000, Val Loss: 1.7413, Val Acc: 0.3333
INFO:train:Epoch 58/100, Train Loss: 1.3687, Train Acc: 1.0000, Val Loss: 1.7474, Val Acc: 0.3333
INFO:train:Epoch 59/100, Train Loss: 1.3681, Train Acc: 1.0000, Val Loss: 1.7412, Val Acc: 0.3333
INFO:train:Epoch 60/100, Train Loss: 1.3667, Train Acc: 1.0000, Val Loss: 1.7481, Val Acc: 0.3333
INFO:train:Epoch 61/100, Train Loss: 1.3662, Train Acc: 1.0000, Val Loss: 1.7768, Val Acc: 0.3333
INFO:train:Epoch 62/100, Train Loss: 1.3694, Train Acc: 1.0000, Val Loss: 1.7877, Val Acc: 0.3333
INFO:train:Epoch 63/100, Train Loss: 1.3703, Train Acc: 1.0000, Val Loss: 1.7612, Val Acc: 0.3333
INFO:train:Epoch 64/100, Train Loss: 1.3695, Train Acc: 1.0000, Val Loss: 1.7292, Val Acc: 0.3333
INFO:train:Epoch 65/100, Train Loss: 1.3697, Train Acc: 1.0000, Val Loss: 1.7255, Val Acc: 0.3333
INFO:train:Epoch 66/100, Train Loss: 1.3660, Train Acc: 1.0000, Val Loss: 1.7483, Val Acc: 0.3333
INFO:train:Epoch 67/100, Train Loss: 1.3677, Train Acc: 1.0000, Val Loss: 1.7464, Val Acc: 0.3333
INFO:train:Epoch 68/100, Train Loss: 1.3676, Train Acc: 1.0000, Val Loss: 1.7469, Val Acc: 0.3333
INFO:train:Epoch 69/100, Train Loss: 1.3696, Train Acc: 1.0000, Val Loss: 1.7650, Val Acc: 0.3333
INFO:train:Epoch 70/100, Train Loss: 1.3668, Train Acc: 1.0000, Val Loss: 1.7807, Val Acc: 0.3333
