INFO:ga:Generation 1: Best=0.3200, Avg=0.1705
INFO:ga:Generation 2: Best=0.3200, Avg=0.1895
INFO:ga:Generation 3: Best=0.3200, Avg=0.2091
INFO:ga:Generation 4: Best=0.3200, Avg=0.2257
INFO:ga:Generation 5: Best=0.3200, Avg=0.2427
INFO:ga:Generation 6: Best=0.3483, Avg=0.2586
INFO:ga:Generation 7: Best=0.3550, Avg=0.2759
INFO:ga:Generation 8: Best=0.3567, Avg=0.2928
INFO:ga:Generation 9: Best=0.3567, Avg=0.3079
INFO:ga:Generation 10: Best=0.3600, Avg=0.3171
INFO:ga:Generation 11: Best=0.3600, Avg=0.3251
INFO:ga:Generation 12: Best=0.3883, Avg=0.3309
INFO:ga:Generation 13: Best=0.3883, Avg=0.3379
INFO:ga:Generation 14: Best=0.3900, Avg=0.3435
INFO:ga:Generation 15: Best=0.3900, Avg=0.3487
INFO:ga:Generation 16: Best=0.3900, Avg=0.3527
INFO:ga:Generation 17: Best=0.3900, Avg=0.3576
INFO:ga:Generation 18: Best=0.4000, Avg=0.3609
INFO:ga:Generation 19: Best=0.4083, Avg=0.3645
INFO:ga:Generation 20: Best=0.4100, Avg=0.3711
INFO:ga:Generation 21: Best=0.4200, Avg=0.3761
INFO:ga:Generation 22: Best=0.4300, Avg=0.3822
INFO:ga:Generation 23: Best=0.4300, Avg=0.3851
INFO:ga:Generation 24: Best=0.4300, Avg=0.3914
INFO:ga:Generation 25: Best=0.4300, Avg=0.3954
INFO:ga:Generation 26: Best=0.4300, Avg=0.4003
INFO:ga:Generation 27: Best=0.4300, Avg=0.4043
INFO:ga:Generation 28: Best=0.4300, Avg=0.4070
INFO:ga:Generation 29: Best=0.4300, Avg=0.4102
INFO:ga:Generation 30: Best=0.4300, Avg=0.4149
INFO:ga:Generation 31: Best=0.4400, Avg=0.4185
INFO:ga:Generation 32: Best=0.4400, Avg=0.4218
INFO:ga:Generation 33: Best=0.4400, Avg=0.4269
INFO:ga:Generation 34: Best=0.4400, Avg=0.4286
INFO:ga:Generation 35: Best=0.4400, Avg=0.4288
INFO:ga:Generation 36: Best=0.4400, Avg=0.4293
INFO:ga:Generation 37: Best=0.4400, Avg=0.4301
INFO:ga:Generation 38: Best=0.4400, Avg=0.4303
INFO:ga:Generation 39: Best=0.4400, Avg=0.4306
INFO:ga:Generation 40: Best=0.4400, Avg=0.4307
INFO:ga:Generation 41: Best=0.4517, Avg=0.4310
INFO:ga:Generation 42: Best=0.4517, Avg=0.4325
INFO:ga:Generation 43: Best=0.4517, Avg=0.4338
INFO:ga:Generation 44: Best=0.4517, Avg=0.4345
INFO:ga:Generation 45: Best=0.4600, Avg=0.4355
INFO:ga:Generation 46: Best=0.4600, Avg=0.4372
INFO:ga:Generation 47: Best=0.4600, Avg=0.4376
INFO:ga:Generation 48: Best=0.4600, Avg=0.4386
INFO:ga:Generation 49: Best=0.4600, Avg=0.4412
INFO:ga:Generation 50: Best=0.4600, Avg=0.4428
INFO:ga:Generation 51: Best=0.4600, Avg=0.4449
INFO:ga:Generation 52: Best=0.4600, Avg=0.4444
INFO:ga:Generation 53: Best=0.4600, Avg=0.4483
INFO:ga:Generation 54: Best=0.4600, Avg=0.4494
INFO:ga:Generation 55: Best=0.4600, Avg=0.4496
INFO:ga:Generation 56: Best=0.4600, Avg=0.4532
INFO:ga:Generation 57: Best=0.4700, Avg=0.4547
INFO:ga:Generation 58: Best=0.4700, Avg=0.4578
INFO:ga:Generation 59: Best=0.4700, Avg=0.4591
INFO:ga:Generation 60: Best=0.4700, Avg=0.4592
INFO:ga:Generation 61: Best=0.4700, Avg=0.4591
INFO:ga:Generation 62: Best=0.4700, Avg=0.4591
INFO:ga:Generation 63: Best=0.4700, Avg=0.4596
INFO:ga:Generation 64: Best=0.4700, Avg=0.4589
INFO:ga:Generation 65: Best=0.4700, Avg=0.4593
INFO:ga:Generation 66: Best=0.4700, Avg=0.4598
INFO:ga:Generation 67: Best=0.4700, Avg=0.4599
INFO:ga:Generation 68: Best=0.4700, Avg=0.4604
INFO:ga:Generation 69: Best=0.4700, Avg=0.4596
INFO:ga:Generation 70: Best=0.4700, Avg=0.4607
INFO:ga:Generation 71: Best=0.4700, Avg=0.4607
INFO:ga:Generation 72: Best=0.4700, Avg=0.4615
INFO:ga:Generation 73: Best=0.4700, Avg=0.4612
INFO:ga:Generation 74: Best=0.4700, Avg=0.4624
INFO:ga:Generation 75: Best=0.4700, Avg=0.4647
INFO:ga:Generation 76: Best=0.4700, Avg=0.4676
INFO:ga:Generation 77: Best=0.4700, Avg=0.4688
INFO:ga:Generation 78: Best=0.4700, Avg=0.4694
INFO:ga:Generation 79: Best=0.4700, Avg=0.4691
INFO:ga:Generation 80: Best=0.4700, Avg=0.4692
INFO:ga:Generation 81: Best=0.4700, Avg=0.4693
INFO:ga:Generation 82: Best=0.4700, Avg=0.4696
INFO:ga:Generation 83: Best=0.4700, Avg=0.4694
INFO:ga:Generation 84: Best=0.4700, Avg=0.4693
INFO:ga:Generation 85: Best=0.4700, Avg=0.4696
INFO:ga:Generation 86: Best=0.4700, Avg=0.4690
INFO:ga:Generation 87: Best=0.4700, Avg=0.4694
INFO:ga:Generation 88: Best=0.4700, Avg=0.4692
INFO:ga:Generation 89: Best=0.4700, Avg=0.4690
INFO:ga:Generation 90: Best=0.4700, Avg=0.4687
INFO:ga:Generation 91: Best=0.4700, Avg=0.4688
INFO:ga:Generation 92: Best=0.4700, Avg=0.4690
INFO:ga:Generation 93: Best=0.4700, Avg=0.4693
INFO:ga:Generation 94: Best=0.4700, Avg=0.4695
INFO:ga:Generation 95: Best=0.4700, Avg=0.4694
INFO:ga:Generation 96: Best=0.4700, Avg=0.4694
INFO:ga:Generation 97: Best=0.4700, Avg=0.4696
INFO:ga:Generation 98: Best=0.4700, Avg=0.4692
INFO:ga:Generation 99: Best=0.4700, Avg=0.4696
INFO:ga:Generation 100: Best=0.4700, Avg=0.4698
INFO:ga:Best individual's training accuracy: 0.4700 test accuracy: 0.1154
