INFO:ga:Generation 1: Best=0.2700, Avg=0.1693
INFO:ga:Generation 2: Best=0.2700, Avg=0.1905
INFO:ga:Generation 3: Best=0.3083, Avg=0.2123
INFO:ga:Generation 4: Best=0.3183, Avg=0.2332
INFO:ga:Generation 5: Best=0.3200, Avg=0.2484
INFO:ga:Generation 6: Best=0.3317, Avg=0.2618
INFO:ga:Generation 7: Best=0.3800, Avg=0.2761
INFO:ga:Generation 8: Best=0.3800, Avg=0.2875
INFO:ga:Generation 9: Best=0.3800, Avg=0.2971
INFO:ga:Generation 10: Best=0.3800, Avg=0.3064
INFO:ga:Generation 11: Best=0.4000, Avg=0.3149
INFO:ga:Generation 12: Best=0.4000, Avg=0.3261
INFO:ga:Generation 13: Best=0.4000, Avg=0.3349
INFO:ga:Generation 14: Best=0.4000, Avg=0.3442
INFO:ga:Generation 15: Best=0.4000, Avg=0.3538
INFO:ga:Generation 16: Best=0.4100, Avg=0.3640
INFO:ga:Generation 17: Best=0.4100, Avg=0.3705
INFO:ga:Generation 18: Best=0.4167, Avg=0.3761
INFO:ga:Generation 19: Best=0.4267, Avg=0.3833
INFO:ga:Generation 20: Best=0.4400, Avg=0.3912
INFO:ga:Generation 21: Best=0.4400, Avg=0.3958
INFO:ga:Generation 22: Best=0.4400, Avg=0.4015
INFO:ga:Generation 23: Best=0.4400, Avg=0.4056
INFO:ga:Generation 24: Best=0.4400, Avg=0.4071
INFO:ga:Generation 25: Best=0.4400, Avg=0.4093
INFO:ga:Generation 26: Best=0.4400, Avg=0.4132
INFO:ga:Generation 27: Best=0.4500, Avg=0.4165
INFO:ga:Generation 28: Best=0.4500, Avg=0.4186
INFO:ga:Generation 29: Best=0.4617, Avg=0.4243
INFO:ga:Generation 30: Best=0.4700, Avg=0.4280
INFO:ga:Generation 31: Best=0.4700, Avg=0.4332
INFO:ga:Generation 32: Best=0.4700, Avg=0.4380
INFO:ga:Generation 33: Best=0.4700, Avg=0.4418
INFO:ga:Generation 34: Best=0.4700, Avg=0.4456
INFO:ga:Generation 35: Best=0.4967, Avg=0.4493
INFO:ga:Generation 36: Best=0.4967, Avg=0.4541
INFO:ga:Generation 37: Best=0.4967, Avg=0.4598
INFO:ga:Generation 38: Best=0.4967, Avg=0.4642
INFO:ga:Generation 39: Best=0.5000, Avg=0.4678
INFO:ga:Generation 40: Best=0.5000, Avg=0.4695
INFO:ga:Generation 41: Best=0.5000, Avg=0.4727
INFO:ga:Generation 42: Best=0.5000, Avg=0.4750
INFO:ga:Generation 43: Best=0.5100, Avg=0.4794
INFO:ga:Generation 44: Best=0.5100, Avg=0.4836
INFO:ga:Generation 45: Best=0.5100, Avg=0.4899
INFO:ga:Generation 46: Best=0.5100, Avg=0.4937
INFO:ga:Generation 47: Best=0.5100, Avg=0.4983
INFO:ga:Generation 48: Best=0.5100, Avg=0.5007
INFO:ga:Generation 49: Best=0.5100, Avg=0.5033
INFO:ga:Generation 50: Best=0.5200, Avg=0.5062
INFO:ga:Generation 51: Best=0.5200, Avg=0.5085
INFO:ga:Generation 52: Best=0.5200, Avg=0.5098
INFO:ga:Generation 53: Best=0.5200, Avg=0.5107
INFO:ga:Generation 54: Best=0.5200, Avg=0.5109
INFO:ga:Generation 55: Best=0.5200, Avg=0.5128
INFO:ga:Generation 56: Best=0.5200, Avg=0.5154
INFO:ga:Generation 57: Best=0.5200, Avg=0.5173
INFO:ga:Generation 58: Best=0.5200, Avg=0.5189
INFO:ga:Generation 59: Best=0.5200, Avg=0.5188
INFO:ga:Generation 60: Best=0.5200, Avg=0.5196
INFO:ga:Generation 61: Best=0.5200, Avg=0.5191
INFO:ga:Generation 62: Best=0.5200, Avg=0.5190
INFO:ga:Generation 63: Best=0.5200, Avg=0.5192
INFO:ga:Generation 64: Best=0.5200, Avg=0.5177
INFO:ga:Generation 65: Best=0.5200, Avg=0.5191
INFO:ga:Generation 66: Best=0.5200, Avg=0.5184
INFO:ga:Generation 67: Best=0.5200, Avg=0.5193
INFO:ga:Generation 68: Best=0.5200, Avg=0.5193
INFO:ga:Generation 69: Best=0.5200, Avg=0.5187
INFO:ga:Generation 70: Best=0.5200, Avg=0.5190
INFO:ga:Generation 71: Best=0.5200, Avg=0.5187
INFO:ga:Generation 72: Best=0.5200, Avg=0.5191
INFO:ga:Generation 73: Best=0.5200, Avg=0.5196
INFO:ga:Generation 74: Best=0.5200, Avg=0.5193
INFO:ga:Generation 75: Best=0.5200, Avg=0.5192
INFO:ga:Generation 76: Best=0.5200, Avg=0.5192
INFO:ga:Generation 77: Best=0.5200, Avg=0.5195
INFO:ga:Generation 78: Best=0.5200, Avg=0.5192
INFO:ga:Generation 79: Best=0.5200, Avg=0.5192
INFO:ga:Generation 80: Best=0.5200, Avg=0.5191
INFO:ga:Generation 81: Best=0.5200, Avg=0.5191
INFO:ga:Generation 82: Best=0.5200, Avg=0.5185
INFO:ga:Generation 83: Best=0.5200, Avg=0.5191
INFO:ga:Generation 84: Best=0.5200, Avg=0.5194
INFO:ga:Generation 85: Best=0.5200, Avg=0.5193
INFO:ga:Generation 86: Best=0.5200, Avg=0.5194
INFO:ga:Generation 87: Best=0.5200, Avg=0.5187
