INFO:ga:Generation 1: Best=0.6036, Avg=0.5584
INFO:ga:Generation 2: Best=0.6036, Avg=0.5857
INFO:ga:Generation 3: Best=0.6036, Avg=0.5879
INFO:ga:Generation 4: Best=0.6036, Avg=0.5922
INFO:ga:Generation 5: Best=0.6036, Avg=0.5959
INFO:ga:Generation 6: Best=0.6036, Avg=0.5981
INFO:ga:Generation 7: Best=0.6126, Avg=0.6012
INFO:ga:Generation 8: Best=0.6171, Avg=0.6047
INFO:ga:Generation 9: Best=0.6269, Avg=0.6098
INFO:ga:Generation 10: Best=0.6269, Avg=0.6140
INFO:ga:Generation 11: Best=0.6269, Avg=0.6174
INFO:ga:Generation 12: Best=0.6269, Avg=0.6188
INFO:ga:Generation 13: Best=0.6269, Avg=0.6196
INFO:ga:Generation 14: Best=0.6269, Avg=0.6213
INFO:ga:Generation 15: Best=0.6441, Avg=0.6233
INFO:ga:Generation 16: Best=0.6441, Avg=0.6240
INFO:ga:Generation 17: Best=0.6441, Avg=0.6277
INFO:ga:Generation 18: Best=0.6441, Avg=0.6320
INFO:ga:Generation 19: Best=0.6441, Avg=0.6347
INFO:ga:Generation 20: Best=0.6456, Avg=0.6379
INFO:ga:Generation 21: Best=0.6622, Avg=0.6412
INFO:ga:Generation 22: Best=0.6712, Avg=0.6466
INFO:ga:Generation 23: Best=0.6712, Avg=0.6502
INFO:ga:Generation 24: Best=0.6712, Avg=0.6547
INFO:ga:Generation 25: Best=0.6794, Avg=0.6615
INFO:ga:Generation 26: Best=0.6794, Avg=0.6670
INFO:ga:Generation 27: Best=0.6847, Avg=0.6708
INFO:ga:Generation 28: Best=0.6847, Avg=0.6737
INFO:ga:Generation 29: Best=0.6847, Avg=0.6737
INFO:ga:Generation 30: Best=0.6847, Avg=0.6759
INFO:ga:Generation 31: Best=0.6847, Avg=0.6794
INFO:ga:Generation 32: Best=0.6847, Avg=0.6813
INFO:ga:Generation 33: Best=0.6847, Avg=0.6831
INFO:ga:Generation 34: Best=0.6847, Avg=0.6835
INFO:ga:Generation 35: Best=0.6892, Avg=0.6842
INFO:ga:Generation 36: Best=0.6892, Avg=0.6843
INFO:ga:Generation 37: Best=0.6892, Avg=0.6855
INFO:ga:Generation 38: Best=0.6892, Avg=0.6873
INFO:ga:Generation 39: Best=0.6892, Avg=0.6875
INFO:ga:Generation 40: Best=0.6892, Avg=0.6889
INFO:ga:Generation 41: Best=0.6892, Avg=0.6879
INFO:ga:Generation 42: Best=0.6892, Avg=0.6891
INFO:ga:Generation 43: Best=0.6892, Avg=0.6884
INFO:ga:Generation 44: Best=0.6892, Avg=0.6887
INFO:ga:Generation 45: Best=0.6892, Avg=0.6891
INFO:ga:Generation 46: Best=0.6892, Avg=0.6888
INFO:ga:Generation 47: Best=0.6892, Avg=0.6888
INFO:ga:Generation 48: Best=0.6892, Avg=0.6891
INFO:ga:Generation 49: Best=0.6892, Avg=0.6883
INFO:ga:Generation 50: Best=0.6892, Avg=0.6891
INFO:ga:Generation 51: Best=0.6892, Avg=0.6891
INFO:ga:Generation 52: Best=0.6892, Avg=0.6891
INFO:ga:Generation 53: Best=0.6892, Avg=0.6891
INFO:ga:Generation 54: Best=0.6892, Avg=0.6891
INFO:ga:Generation 55: Best=0.6892, Avg=0.6888
INFO:ga:Generation 56: Best=0.6892, Avg=0.6891
INFO:ga:Generation 57: Best=0.6892, Avg=0.6891
INFO:ga:Generation 58: Best=0.6892, Avg=0.6891
INFO:ga:Generation 59: Best=0.6892, Avg=0.6891
INFO:ga:Generation 60: Best=0.6892, Avg=0.6887
INFO:ga:Generation 61: Best=0.6892, Avg=0.6884
INFO:ga:Generation 62: Best=0.6892, Avg=0.6890
INFO:ga:Generation 63: Best=0.6892, Avg=0.6891
INFO:ga:Generation 64: Best=0.6892, Avg=0.6892
INFO:ga:Generation 65: Best=0.6892, Avg=0.6889
INFO:ga:Generation 66: Best=0.6892, Avg=0.6892
INFO:ga:Generation 67: Best=0.6892, Avg=0.6875
INFO:ga:Generation 68: Best=0.6892, Avg=0.6892
INFO:ga:Generation 69: Best=0.6892, Avg=0.6892
INFO:ga:Generation 70: Best=0.6892, Avg=0.6891
INFO:ga:Generation 71: Best=0.6892, Avg=0.6890
INFO:ga:Generation 72: Best=0.6892, Avg=0.6889
INFO:ga:Generation 73: Best=0.6892, Avg=0.6880
INFO:ga:Generation 74: Best=0.6892, Avg=0.6885
INFO:ga:Generation 75: Best=0.6892, Avg=0.6883
INFO:ga:Generation 76: Best=0.6892, Avg=0.6877
INFO:ga:Generation 77: Best=0.6892, Avg=0.6887
INFO:ga:Generation 78: Best=0.6892, Avg=0.6888
INFO:ga:Generation 79: Best=0.6937, Avg=0.6888
INFO:ga:Generation 80: Best=0.6937, Avg=0.6893
INFO:ga:Generation 81: Best=0.6937, Avg=0.6887
INFO:ga:Generation 82: Best=0.6937, Avg=0.6894
INFO:ga:Generation 83: Best=0.6937, Avg=0.6891
INFO:ga:Generation 84: Best=0.6937, Avg=0.6883
INFO:ga:Generation 85: Best=0.6937, Avg=0.6898
INFO:ga:Generation 86: Best=0.6937, Avg=0.6904
INFO:ga:Generation 87: Best=0.6937, Avg=0.6900
INFO:ga:Generation 88: Best=0.6937, Avg=0.6906
INFO:ga:Generation 89: Best=0.6937, Avg=0.6922
INFO:ga:Generation 90: Best=0.6937, Avg=0.6918
INFO:ga:Generation 91: Best=0.6967, Avg=0.6917
INFO:ga:Generation 92: Best=0.6967, Avg=0.6920
INFO:ga:Generation 93: Best=0.6967, Avg=0.6935
INFO:ga:Generation 94: Best=0.6967, Avg=0.6935
INFO:ga:Generation 95: Best=0.6967, Avg=0.6935
INFO:ga:Generation 96: Best=0.6967, Avg=0.6933
INFO:ga:Generation 97: Best=0.6967, Avg=0.6936
INFO:ga:Generation 98: Best=0.6967, Avg=0.6957
INFO:ga:Generation 99: Best=0.6967, Avg=0.6959
INFO:ga:Generation 100: Best=0.6967, Avg=0.6961
INFO:ga:Best individual's training accuracy: 0.6967, validation accuracy: 0.5714
INFO:__main__:Training time: 135.4210 seconds
INFO:__main__:Training accuracy: 0.6590 Test accuracy: 0.5310
