INFO:ga:Generation 1: Best=0.6021, Avg=0.5477
INFO:ga:Generation 2: Best=0.6021, Avg=0.5742
INFO:ga:Generation 3: Best=0.6021, Avg=0.5799
INFO:ga:Generation 4: Best=0.6171, Avg=0.5861
INFO:ga:Generation 5: Best=0.6171, Avg=0.5924
INFO:ga:Generation 6: Best=0.6171, Avg=0.6048
INFO:ga:Generation 7: Best=0.6261, Avg=0.6121
INFO:ga:Generation 8: Best=0.6261, Avg=0.6163
INFO:ga:Generation 9: Best=0.6351, Avg=0.6198
INFO:ga:Generation 10: Best=0.6351, Avg=0.6236
INFO:ga:Generation 11: Best=0.6441, Avg=0.6254
INFO:ga:Generation 12: Best=0.6441, Avg=0.6300
INFO:ga:Generation 13: Best=0.6577, Avg=0.6331
INFO:ga:Generation 14: Best=0.6577, Avg=0.6373
INFO:ga:Generation 15: Best=0.6622, Avg=0.6452
INFO:ga:Generation 16: Best=0.6667, Avg=0.6509
INFO:ga:Generation 17: Best=0.6667, Avg=0.6519
INFO:ga:Generation 18: Best=0.6667, Avg=0.6567
INFO:ga:Generation 19: Best=0.6667, Avg=0.6609
INFO:ga:Generation 20: Best=0.6712, Avg=0.6626
INFO:ga:Generation 21: Best=0.6712, Avg=0.6644
INFO:ga:Generation 22: Best=0.6712, Avg=0.6653
INFO:ga:Generation 23: Best=0.6712, Avg=0.6653
INFO:ga:Generation 24: Best=0.6712, Avg=0.6656
INFO:ga:Generation 25: Best=0.6712, Avg=0.6649
INFO:ga:Generation 26: Best=0.6712, Avg=0.6679
INFO:ga:Generation 27: Best=0.6787, Avg=0.6702
INFO:ga:Generation 28: Best=0.6787, Avg=0.6708
INFO:ga:Generation 29: Best=0.6787, Avg=0.6710
INFO:ga:Generation 30: Best=0.6787, Avg=0.6711
INFO:ga:Generation 31: Best=0.6787, Avg=0.6718
INFO:ga:Generation 32: Best=0.6787, Avg=0.6729
INFO:ga:Generation 33: Best=0.6787, Avg=0.6738
INFO:ga:Generation 34: Best=0.6787, Avg=0.6750
INFO:ga:Generation 35: Best=0.6892, Avg=0.6765
INFO:ga:Generation 36: Best=0.6892, Avg=0.6777
INFO:ga:Generation 37: Best=0.6892, Avg=0.6810
INFO:ga:Generation 38: Best=0.6892, Avg=0.6808
INFO:ga:Generation 39: Best=0.6892, Avg=0.6830
INFO:ga:Generation 40: Best=0.6892, Avg=0.6854
INFO:ga:Generation 41: Best=0.6892, Avg=0.6862
INFO:ga:Generation 42: Best=0.6892, Avg=0.6887
INFO:ga:Generation 43: Best=0.6892, Avg=0.6881
INFO:ga:Generation 44: Best=0.6892, Avg=0.6892
INFO:ga:Generation 45: Best=0.6892, Avg=0.6886
INFO:ga:Generation 46: Best=0.6892, Avg=0.6890
INFO:ga:Generation 47: Best=0.6892, Avg=0.6888
INFO:ga:Generation 48: Best=0.6892, Avg=0.6881
INFO:ga:Generation 49: Best=0.6892, Avg=0.6891
INFO:ga:Generation 50: Best=0.6892, Avg=0.6891
INFO:ga:Generation 51: Best=0.6892, Avg=0.6889
INFO:ga:Generation 52: Best=0.6892, Avg=0.6891
INFO:ga:Generation 53: Best=0.6937, Avg=0.6888
INFO:ga:Generation 54: Best=0.6937, Avg=0.6892
INFO:ga:Generation 55: Best=0.6937, Avg=0.6895
INFO:ga:Generation 56: Best=0.6937, Avg=0.6890
INFO:ga:Generation 57: Best=0.6937, Avg=0.6898
